order_id,product_id,quantity,unit_price
O00019019,P00536,3,2395.01
O00019019,P00657,2,3075.26
O00019019,P00245,3,1907.26
O00019019,P00285,2,1665.95
O00019020,P00764,3,607.04
O00019020,P00506,4,880.44
O00019020,P00158,2,1104.55
O00019020,P00678,4,1178.25
O00019021,P00232,4,667.87
O00019022,P00760,2,2231.46
O00019022,P00514,2,1099.96
O00019022,P00702,3,749.35
O00019022,P00238,1,2280.05
O00019023,P00183,2,1420.12
O00019023,P00321,2,1293.7
O00019023,P00676,3,58.16
O00019023,P00774,4,1470.64
O00019024,P00264,2,161628.33
O00019025,P00286,1,14935.29
O00019025,P00156,2,180233.82
O00019025,P00196,3,131572.06
O00019026,P00560,4,553.49
O00019026,P00354,1,615.4
O00019027,P00785,2,998.92
O00019027,P00670,1,1224.51
O00019028,P00216,4,13.86
O00019028,P00689,3,1697.81
O00019029,P00268,4,83557.35
O00019029,P00784,3,147907.35
O00019029,P00514,2,113805.88
O00019029,P00131,2,160550.0
O00019030,P00125,1,709.82
O00019030,P00386,3,1567.38
O00019030,P00029,4,1283.76
O00019030,P00057,2,1137.06
O00019030,P00033,2,1885.05
O00019031,P00644,3,394.7
O00019031,P00783,3,452.51
O00019031,P00097,1,335.89
O00019031,P00181,3,598.94
O00019032,P00618,3,87260.0
O00019033,P00343,4,271.84
O00019033,P00229,2,1616.62
O00019034,P00794,4,1249.72
O00019034,P00686,1,1779.77
O00019034,P00604,4,1293.26
O00019035,P00385,4,301904.41
O00019036,P00227,4,20.84
O00019036,P00303,1,1832.95
O00019036,P00571,2,75.51
O00019036,P00686,4,1844.18
O00019037,P00607,4,2868.3
O00019037,P00752,1,454.88
O00019037,P00424,1,2639.67
O00019038,P00356,1,435.86
O00019038,P00220,4,166.27
O00019039,P00062,4,1898.85
O00019039,P00574,2,1241.84
O00019039,P00701,4,1960.72
O00019039,P00596,4,32.92
O00019040,P00769,2,239130.88
O00019040,P00786,1,16375.0
O00019040,P00492,3,178910.29
O00019040,P00508,2,85155.88
O00019041,P00783,3,45405.83
O00019041,P00508,1,51310.0
O00019041,P00261,2,120974.17
O00019042,P00657,2,2167.05
O00019042,P00607,3,1489.79
O00019042,P00771,2,1600.8
O00019043,P00401,4,196566.18
O00019043,P00413,3,218460.29
O00019043,P00361,4,36248.53
O00019044,P00364,3,93891.67
O00019044,P00697,1,74584.17
O00019044,P00160,3,29203.33
O00019044,P00660,4,120115.0
O00019044,P00386,2,98299.17
O00019045,P00111,2,3071.83
O00019045,P00480,2,2313.16
O00019045,P00053,3,164.44
O00019045,P00154,3,452.52
O00019045,P00129,3,2536.83
O00019046,P00436,1,45700.0
O00019046,P00722,3,105237.5
O00019046,P00324,4,113685.0
O00019046,P00659,2,110740.0
O00019046,P00581,4,99062.5
O00019047,P00160,2,340.34
O00019047,P00681,4,1996.47
O00019047,P00511,2,886.44
O00019048,P00390,1,2428.95
O00019048,P00759,3,1226.61
O00019048,P00377,2,2368.83
O00019048,P00437,2,1560.62
O00019049,P00644,1,44177.5
O00019049,P00238,4,128956.67
O00019049,P00381,1,160370.83
O00019050,P00658,2,2924.2
O00019050,P00020,3,2739.22
O00019050,P00666,3,1306.5
O00019050,P00628,1,293.23
O00019051,P00344,2,347.76
O00019051,P00373,4,1792.06
O00019052,P00611,1,126984.17
O00019052,P00324,3,110145.0
O00019052,P00516,2,44086.67
O00019052,P00155,1,56020.0
O00019053,P00255,1,1627.92
O00019053,P00183,4,1408.55
O00019054,P00050,3,449.97
O00019054,P00757,3,641.5
O00019054,P00222,2,1290.99
O00019055,P00064,3,1122.01
O00019055,P00347,4,1258.86
O00019055,P00368,1,1911.67
O00019055,P00126,3,1877.54
O00019055,P00032,1,169.92
O00019056,P00359,4,1854.38
O00019056,P00307,2,1782.34
O00019056,P00646,2,1477.68
O00019057,P00187,1,1583.06
O00019058,P00699,2,271.55
O00019058,P00008,1,487.71
O00019059,P00435,4,1052.06
O00019059,P00260,2,1470.3
O00019059,P00329,2,835.4
O00019060,P00365,4,1350.3
O00019061,P00324,2,1935.72
O00019061,P00429,3,993.67
O00019062,P00066,2,1166.38
O00019062,P00584,4,848.44
O00019063,P00625,3,313.49
O00019063,P00262,1,1294.86
O00019063,P00010,2,313.38
O00019063,P00239,1,361.69
O00019063,P00231,4,516.3
O00019064,P00542,3,1447.25
O00019064,P00202,1,648.25
O00019065,P00706,3,999.38
O00019065,P00433,1,590.41
O00019065,P00530,4,100.01
O00019065,P00221,2,214.56
O00019065,P00041,2,137.38
O00019066,P00543,2,93227.94
O00019066,P00611,2,313111.76
O00019066,P00315,2,282764.71
O00019066,P00048,3,14622.06
O00019067,P00289,3,440.11
O00019067,P00216,2,9.19
O00019067,P00564,2,679.61
O00019067,P00536,3,1226.05
O00019068,P00105,4,1177.71
O00019068,P00085,4,1159.83
O00019068,P00582,3,441.61
O00019068,P00058,2,2110.19
O00019068,P00207,1,1053.32
O00019069,P00423,3,942.3
O00019069,P00113,1,1062.26
O00019069,P00632,1,246.37
O00019069,P00560,1,411.92
O00019069,P00370,1,964.3
O00019070,P00775,3,124885.29
O00019071,P00789,2,2922.19
O00019071,P00093,2,1975.31
O00019072,P00076,2,47.04
O00019072,P00034,1,787.76
O00019072,P00087,3,431.27
O00019073,P00014,2,710.0
O00019073,P00423,1,124529.17
O00019073,P00479,3,169780.83
O00019074,P00206,4,1055.12
O00019074,P00513,4,1675.69
O00019074,P00294,2,842.11
O00019074,P00714,4,1380.28
O00019075,P00784,2,107501.67
O00019075,P00099,2,119009.17
O00019076,P00748,2,607.78
O00019076,P00144,4,13.58
O00019076,P00554,4,1472.63
O00019076,P00713,2,1367.01
O00019076,P00737,2,935.35
O00019077,P00793,4,845.56
O00019077,P00522,1,553.21
O00019077,P00642,4,1197.29
O00019077,P00174,3,2074.15
O00019077,P00562,3,716.88
O00019078,P00419,4,70.78
O00019078,P00676,1,50.69
O00019078,P00093,1,949.2
O00019078,P00169,3,1201.28
O00019079,P00006,4,240175.0
O00019079,P00152,4,77029.41
O00019079,P00287,1,175997.06
O00019080,P00225,2,381.72
O00019081,P00775,4,1439.42
O00019081,P00719,3,1782.34
O00019081,P00741,2,342.03
O00019081,P00291,1,1407.54
O00019081,P00250,4,476.57
O00019082,P00409,3,2244.12
O00019082,P00618,4,142011.76
O00019082,P00335,3,10973.53
O00019082,P00605,2,196560.29
O00019083,P00543,4,616.54
O00019083,P00305,4,663.62
O00019083,P00176,4,1563.43
O00019083,P00110,1,1177.3
O00019083,P00144,3,11.58
O00019084,P00543,4,103111.76
O00019084,P00494,4,14282.35
O00019084,P00523,2,76583.82
O00019084,P00032,4,22080.88
O00019084,P00115,2,8329.41
O00019085,P00786,4,107.94
O00019085,P00711,3,1145.36
O00019085,P00714,4,1044.69
O00019086,P00081,4,846.38
O00019086,P00056,3,664.33
O00019087,P00695,2,116305.88
O00019087,P00515,3,239850.0
O00019088,P00276,2,2260.86
O00019088,P00568,1,279.7
O00019088,P00221,4,282.23
O00019089,P00754,2,1435.15
O00019089,P00156,1,1117.48
O00019089,P00758,3,153.46
O00019089,P00116,1,1936.56
O00019090,P00226,3,156058.82
O00019090,P00336,2,235447.06
O00019090,P00242,1,213917.65
O00019091,P00103,3,2375.09
O00019092,P00049,4,519.16
O00019092,P00145,3,1175.8
O00019092,P00766,4,1650.76
O00019093,P00247,1,165.95
O00019094,P00504,3,224483.82
O00019095,P00365,3,82810.0
O00019095,P00695,1,77460.0
O00019095,P00128,2,7653.33
O00019096,P00721,3,11016.18
O00019096,P00756,3,221454.41
O00019096,P00058,1,321916.18
O00019096,P00262,1,247451.47
O00019096,P00280,3,63923.53
O00019097,P00262,4,1243.06
O00019097,P00590,3,2028.88
O00019098,P00204,1,1377.38
O00019099,P00019,1,2250.43
O00019099,P00341,2,643.26
O00019099,P00189,1,1664.51
O00019100,P00627,4,68966.67
O00019100,P00142,3,73860.0
O00019100,P00779,3,100579.17
O00019100,P00339,4,159655.0
O00019101,P00070,3,1780.8
O00019101,P00760,2,1531.45
O00019101,P00379,4,232.67
O00019102,P00071,3,1377.12
O00019103,P00189,4,3015.19
O00019103,P00321,1,2512.59
O00019103,P00207,4,1895.7
O00019103,P00329,2,1404.36
O00019104,P00551,1,150266.18
O00019104,P00299,4,183451.47
O00019104,P00129,4,254064.71
O00019104,P00431,2,196150.0
O00019104,P00246,3,295629.41
O00019105,P00490,1,396.1
O00019105,P00232,1,901.86
O00019105,P00033,4,2162.49
O00019105,P00138,4,1664.38
O00019106,P00041,4,12087.5
O00019106,P00339,2,140190.0
O00019106,P00238,2,133555.0
O00019106,P00642,3,96657.5
O00019107,P00106,4,33748.53
O00019107,P00735,3,230470.59
O00019107,P00493,1,25185.29
O00019108,P00256,4,1057.28
O00019108,P00354,2,683.19
O00019108,P00005,3,1188.57
O00019108,P00303,2,1321.2
O00019109,P00516,3,417.21
O00019109,P00082,2,351.61
O00019109,P00495,2,1279.2
O00019109,P00660,1,1612.1
O00019110,P00359,2,1700.51
O00019110,P00636,1,31.67
O00019111,P00174,4,137575.83
O00019111,P00344,1,32070.0
O00019111,P00268,4,51845.0
O00019111,P00049,2,31458.33
O00019112,P00240,1,128786.67
O00019112,P00594,3,69673.33
O00019112,P00075,4,8471.67
O00019112,P00709,4,120565.83
O00019112,P00075,2,9591.67
O00019113,P00296,3,1802.33
O00019113,P00075,3,142.31
O00019113,P00674,2,1641.06
O00019113,P00500,2,943.83
O00019114,P00624,4,377.14
O00019114,P00359,1,1830.99
O00019114,P00208,3,90.14
O00019114,P00222,4,856.24
O00019115,P00484,2,1546.47
O00019115,P00563,4,1929.0
O00019116,P00340,1,256.8
O00019116,P00702,2,511.34
O00019116,P00138,4,1317.33
O00019116,P00800,1,188.61
O00019116,P00479,4,1570.63
O00019117,P00586,1,1473.03
O00019117,P00212,2,1387.08
O00019117,P00463,2,1353.94
O00019118,P00669,2,106172.06
O00019118,P00033,1,311333.82
O00019119,P00135,1,1578.89
O00019119,P00630,2,2115.92
O00019119,P00398,2,1859.81
O00019119,P00557,4,1757.53
O00019120,P00727,3,1430.66
O00019120,P00529,4,553.71
O00019120,P00448,1,13.37
O00019120,P00321,3,1089.04
O00019120,P00418,4,1062.42
O00019121,P00647,3,55.3
O00019121,P00700,4,65.55
O00019122,P00129,2,2231.22
O00019123,P00083,3,121814.71
O00019123,P00254,3,156886.76
O00019123,P00429,4,77188.24
O00019124,P00654,2,513.82
O00019125,P00321,1,229272.06
O00019125,P00542,3,254680.88
O00019126,P00281,2,66913.24
O00019127,P00073,2,99878.33
O00019127,P00173,4,134479.17
O00019127,P00543,1,59349.17
O00019127,P00491,4,46710.0
O00019127,P00383,3,150106.67
O00019128,P00380,4,168629.17
O00019128,P00156,1,83862.5
O00019129,P00794,1,756.32
O00019129,P00286,4,95.71
O00019129,P00655,2,461.89
O00019129,P00778,1,692.05
O00019130,P00606,1,1308.93
O00019130,P00324,4,1571.89
O00019130,P00448,4,27.24
O00019131,P00302,3,206.56
O00019131,P00238,1,1326.82
O00019131,P00791,4,1532.25
O00019131,P00759,4,599.36
O00019132,P00700,3,39.58
O00019133,P00794,2,1590.62
O00019134,P00442,4,1513.58
O00019134,P00115,1,51.55
O00019134,P00071,2,934.78
O00019134,P00406,3,188.59
O00019134,P00410,1,1580.13
O00019135,P00303,2,153867.65
O00019135,P00326,1,2188.24
O00019135,P00016,2,57158.82
O00019135,P00345,3,224544.12
O00019135,P00482,4,87407.35
O00019136,P00724,3,2849.2
O00019136,P00669,3,1044.72
O00019137,P00524,2,38.9
O00019137,P00467,3,1869.98
O00019137,P00548,2,1295.24
O00019137,P00463,1,1219.81
O00019137,P00175,1,100.03
O00019138,P00618,4,807.72
O00019138,P00705,2,911.5
O00019138,P00696,2,705.62
O00019138,P00485,2,217.6
O00019139,P00147,4,364.43
O00019140,P00034,4,823.21
O00019140,P00097,2,427.78
O00019141,P00165,4,1663.85
O00019141,P00348,3,559.64
O00019141,P00461,3,2093.43
O00019142,P00463,2,1309.94
O00019142,P00343,4,283.35
O00019142,P00596,3,34.06
O00019142,P00458,1,1081.3
O00019142,P00215,4,205.96
O00019143,P00292,1,78620.0
O00019143,P00208,1,6400.83
O00019144,P00176,1,2479.51
O00019144,P00726,4,1325.82
O00019144,P00438,4,695.57
O00019145,P00116,4,1776.83
O00019146,P00682,4,1650.84
O00019146,P00018,2,823.45
O00019146,P00620,2,1054.15
O00019147,P00220,3,31454.41
O00019147,P00236,4,235932.35
O00019147,P00679,1,147414.71
O00019147,P00634,4,231429.41
O00019147,P00467,2,269723.53
O00019148,P00711,2,111156.67
O00019148,P00595,2,498.33
O00019148,P00596,4,2991.67
O00019148,P00737,4,80371.67
O00019149,P00163,4,203600.0
O00019150,P00569,3,93.63
O00019150,P00094,3,1406.78
O00019150,P00752,1,273.15
O00019150,P00578,3,114.65
O00019150,P00780,3,244.74
O00019151,P00573,2,704.73
O00019151,P00110,1,2663.5
O00019151,P00582,1,500.75
O00019152,P00740,4,372.13
O00019152,P00172,4,900.82
O00019152,P00373,2,1567.38
O00019153,P00724,4,2162.95
O00019153,P00230,3,867.51
O00019153,P00467,3,1836.45
O00019154,P00510,3,102702.5
O00019155,P00567,4,494.63
O00019155,P00601,4,750.63
O00019155,P00368,4,1604.3
O00019155,P00437,1,783.07
O00019155,P00330,2,711.55
O00019156,P00260,2,1716.43
O00019156,P00748,2,756.64
O00019156,P00387,2,589.5
O00019156,P00641,2,1321.28
O00019156,P00299,1,850.9
O00019157,P00697,2,1376.64
O00019157,P00603,4,844.25
O00019157,P00512,2,2361.19
O00019157,P00123,1,2113.31
O00019158,P00357,2,62720.83
O00019158,P00692,2,61116.67
O00019159,P00431,3,1589.28
O00019160,P00611,4,1543.84
O00019160,P00252,3,1439.79
O00019161,P00499,4,2121.64
O00019161,P00062,1,2628.89
O00019161,P00539,2,3013.45
O00019161,P00583,2,1736.69
O00019161,P00578,1,188.0
O00019162,P00637,1,1548.38
O00019162,P00723,4,3257.14
O00019162,P00169,1,2557.16
O00019162,P00365,3,1890.94
O00019163,P00478,1,914.93
O00019163,P00201,4,119.06
O00019164,P00470,4,95597.5
O00019164,P00268,3,54488.33
O00019164,P00551,4,77525.83
O00019164,P00659,2,120646.67
O00019165,P00358,2,125360.0
O00019165,P00663,3,19820.0
O00019166,P00728,2,1354.94
O00019166,P00255,2,1386.27
O00019166,P00463,3,1244.65
O00019166,P00408,3,1167.82
O00019166,P00024,2,96.63
O00019167,P00488,1,225367.65
O00019167,P00647,4,7402.94
O00019167,P00024,3,12023.53
O00019167,P00506,2,155186.76
O00019168,P00548,2,1763.97
O00019168,P00315,2,2582.28
O00019168,P00295,3,591.86
O00019168,P00325,2,990.77
O00019169,P00486,2,1203.8
O00019169,P00675,2,383.37
O00019169,P00550,4,1087.56
O00019170,P00331,2,1640.39
O00019170,P00620,3,1061.06
O00019171,P00598,4,34.74
O00019171,P00414,3,93.91
O00019171,P00613,3,1217.01
O00019172,P00091,2,53.67
O00019173,P00562,2,66675.83
O00019174,P00020,3,286422.06
O00019174,P00536,1,191261.76
O00019175,P00219,3,2714.62
O00019176,P00357,1,1250.05
O00019176,P00245,4,2442.69
O00019177,P00504,3,1216.68
O00019177,P00601,4,882.33
O00019177,P00577,4,1297.37
O00019177,P00360,2,163.92
O00019178,P00135,3,1789.28
O00019178,P00621,3,166.48
O00019178,P00581,1,1887.86
O00019179,P00284,3,2058.58
O00019179,P00422,2,1073.0
O00019179,P00764,2,784.81
O00019179,P00212,1,1710.03
O00019179,P00667,4,1700.94
O00019180,P00227,4,9.62
O00019180,P00649,3,156.43
O00019180,P00615,3,914.54
O00019180,P00788,3,634.77
O00019180,P00092,4,800.93
O00019181,P00392,4,277623.53
O00019181,P00549,1,17561.76
O00019181,P00445,4,208402.94
O00019182,P00167,3,585.48
O00019182,P00045,2,980.23
O00019182,P00155,2,615.43
O00019182,P00600,2,1666.75
O00019182,P00240,2,1220.94
O00019183,P00793,3,920.96
O00019183,P00046,3,1282.52
O00019184,P00612,1,1131.27
O00019185,P00069,1,223286.76
O00019185,P00105,3,138911.76
O00019185,P00756,4,206052.94
O00019185,P00031,3,55467.65
O00019185,P00152,2,66413.24
O00019186,P00677,4,970.22
O00019187,P00035,2,3270.59
O00019187,P00140,4,1435.83
O00019187,P00043,4,633.5
O00019188,P00239,4,31651.67
O00019188,P00528,4,136655.83
O00019188,P00231,4,66781.67
O00019189,P00573,1,37453.33
O00019189,P00249,2,123455.0
O00019190,P00561,3,65849.17
O00019190,P00373,1,189494.17
O00019190,P00440,1,164955.0
O00019190,P00264,2,172805.0
O00019190,P00431,2,138855.0
O00019191,P00034,2,114148.53
O00019191,P00024,1,13858.82
O00019192,P00090,4,852.44
O00019192,P00532,1,1925.24
O00019193,P00624,4,460.09
O00019193,P00272,3,864.05
O00019193,P00462,3,1109.96
O00019193,P00274,2,1891.72
O00019193,P00436,4,589.01
O00019194,P00757,2,30710.83
O00019194,P00071,1,118639.17
O00019194,P00222,4,89443.33
O00019194,P00294,4,58676.67
O00019195,P00073,4,187777.94
O00019195,P00624,1,66605.88
O00019195,P00725,4,168785.29
O00019195,P00546,1,172144.12
O00019196,P00226,4,1853.01
O00019196,P00256,1,1884.53
O00019196,P00197,3,1048.81
O00019196,P00724,2,2956.95
O00019197,P00784,3,145716.18
O00019197,P00289,4,52301.47
O00019197,P00282,1,95522.06
O00019197,P00110,2,265689.71
O00019197,P00009,1,279339.71
O00019198,P00260,4,146659.17
O00019199,P00326,2,13.87
O00019199,P00174,1,2130.79
O00019199,P00770,1,293.47
O00019199,P00609,2,138.49
O00019200,P00117,3,49.02
O00019200,P00731,3,967.59
O00019200,P00083,4,821.62
O00019200,P00624,2,362.45
O00019201,P00329,3,1094.46
O00019201,P00437,4,1463.78
O00019202,P00167,3,1012.48
O00019202,P00671,3,1441.03
O00019202,P00604,3,1083.59
O00019203,P00411,3,634.26
O00019203,P00193,4,1816.66
O00019203,P00311,2,1219.13
O00019204,P00411,1,489.72
O00019204,P00590,4,2177.08
O00019205,P00653,2,1044.13
O00019205,P00248,3,1442.67
O00019205,P00515,2,1189.3
O00019205,P00154,3,266.93
O00019205,P00253,3,1348.67
O00019206,P00408,4,193905.88
O00019207,P00641,1,1684.86
O00019207,P00074,4,92.23
O00019208,P00473,4,557.03
O00019208,P00570,1,751.08
O00019208,P00785,4,2131.41
O00019208,P00162,1,2446.34
O00019209,P00429,4,492.82
O00019209,P00760,3,1360.89
O00019210,P00078,4,28623.53
O00019210,P00629,4,98523.53
O00019210,P00330,3,153476.47
O00019210,P00522,4,95711.76
O00019210,P00667,1,296608.82
O00019211,P00664,4,1000.17
O00019211,P00395,2,1026.13
O00019211,P00032,3,155.48
O00019212,P00501,3,1615.45
O00019212,P00742,1,1321.07
O00019213,P00772,2,78.54
O00019213,P00787,4,90.96
O00019213,P00034,3,930.53
O00019213,P00482,4,504.02
O00019213,P00117,1,58.06
O00019214,P00118,4,773.04
O00019214,P00259,4,450.98
O00019214,P00358,3,1446.26
O00019215,P00233,1,3190.41
O00019215,P00067,1,1341.33
O00019215,P00639,3,1885.0
O00019215,P00709,3,3167.77
O00019216,P00221,4,203.29
O00019216,P00762,4,1262.46
O00019217,P00702,1,605.24
O00019218,P00271,3,500.12
O00019218,P00436,2,500.39
O00019218,P00286,3,80.98
O00019218,P00344,4,270.38
O00019219,P00685,2,602.0
O00019219,P00238,4,1186.61
O00019219,P00344,3,232.69
O00019219,P00081,3,1137.06
O00019219,P00424,3,1364.25
O00019220,P00047,4,2727.39
O00019221,P00300,3,119.96
O00019221,P00601,4,867.91
O00019222,P00577,2,1379.11
O00019222,P00545,2,2248.73
O00019223,P00783,4,43765.0
O00019223,P00118,1,55590.83
O00019224,P00098,2,755.44
O00019224,P00172,3,937.69
O00019225,P00235,1,1551.33
O00019225,P00767,2,809.17
O00019225,P00038,1,1065.68
O00019225,P00087,3,347.19
O00019225,P00797,1,497.06
O00019226,P00677,2,1587.14
O00019226,P00496,1,2053.31
O00019227,P00242,2,1067.03
O00019227,P00562,1,695.7
O00019227,P00418,1,1124.51
O00019227,P00158,2,1310.41
O00019228,P00770,3,245.13
O00019228,P00197,1,543.09
O00019228,P00166,2,298.23
O00019228,P00004,4,46.42
O00019228,P00097,1,326.02
O00019229,P00122,3,163860.29
O00019229,P00385,3,263292.65
O00019230,P00372,3,2639.85
O00019230,P00138,3,1686.82
O00019230,P00781,1,312.62
O00019230,P00034,2,1272.03
O00019231,P00383,1,214605.88
O00019231,P00354,1,122032.35
O00019231,P00529,2,96963.24
O00019231,P00151,3,233920.59
O00019232,P00586,4,2273.42
O00019232,P00600,2,2221.36
O00019232,P00710,2,159.22
O00019232,P00090,3,1227.43
O00019233,P00348,3,126072.06
O00019234,P00215,4,176.03
O00019235,P00423,3,1566.99
O00019235,P00116,2,2296.42
O00019235,P00705,3,1650.81
O00019235,P00485,2,483.77
O00019236,P00414,4,131.0
O00019237,P00493,1,348.31
O00019237,P00327,1,2758.8
O00019238,P00051,3,259.73
O00019238,P00244,2,1684.2
O00019239,P00585,2,1095.3
O00019239,P00464,1,907.67
O00019239,P00333,2,1692.47
O00019239,P00096,2,1411.32
O00019239,P00315,3,1631.91
O00019240,P00164,3,1128.98
O00019240,P00089,4,1203.64
O00019241,P00153,2,2687.5
O00019242,P00788,4,714.21
O00019242,P00244,3,1008.56
O00019242,P00327,1,1254.11
O00019242,P00495,2,1352.95
O00019242,P00614,1,533.95
O00019243,P00669,3,62179.17
O00019243,P00118,4,46979.17
O00019243,P00766,2,155735.0
O00019244,P00326,3,22.88
O00019244,P00193,1,2399.34
O00019244,P00571,1,109.3
O00019244,P00214,2,2113.49
O00019245,P00057,4,1001.46
O00019246,P00652,4,127.76
O00019246,P00161,4,34.62
O00019246,P00339,2,2572.99
O00019246,P00703,2,2188.84
O00019247,P00028,4,2488.58
O00019247,P00271,4,803.88
O00019247,P00179,3,1753.02
O00019248,P00140,4,124413.24
O00019249,P00662,3,2687.19
O00019250,P00077,4,42575.83
O00019250,P00778,4,62068.33
O00019251,P00756,3,197529.41
O00019251,P00212,1,214189.71
O00019251,P00073,3,191344.12
O00019252,P00054,3,1418.46
O00019252,P00604,1,628.2
O00019253,P00666,4,892.01
O00019253,P00251,1,341.61
O00019254,P00395,1,1264.57
O00019254,P00034,2,1034.01
O00019255,P00061,3,770.55
O00019255,P00536,2,1525.28
O00019255,P00370,1,1236.66
O00019255,P00380,1,1438.06
O00019256,P00554,4,253730.88
O00019256,P00420,2,295702.94
O00019257,P00177,1,648.56
O00019257,P00416,4,1744.15
O00019258,P00052,3,273298.53
O00019258,P00267,3,52385.29
O00019258,P00170,3,4947.06
O00019259,P00651,2,3574.38
O00019260,P00228,3,2709.34
O00019260,P00279,1,25.27
O00019260,P00465,3,1496.38
O00019261,P00711,2,152203.33
O00019261,P00606,2,84475.83
O00019261,P00205,2,111300.0
O00019261,P00170,1,2574.17
O00019262,P00292,2,823.26
O00019262,P00798,3,1321.39
O00019262,P00651,1,1560.3
O00019262,P00403,1,1021.95
O00019263,P00336,3,106442.5
O00019263,P00618,4,108192.5
O00019263,P00590,4,177438.33
O00019263,P00628,4,17995.83
O00019264,P00173,1,1214.66
O00019264,P00800,3,168.48
O00019264,P00566,1,754.31
O00019264,P00422,1,1024.62
O00019265,P00616,2,62016.18
O00019265,P00687,4,114358.82
O00019265,P00614,3,78519.12
O00019265,P00701,1,239502.94
O00019265,P00665,2,92985.29
O00019266,P00632,3,516.92
O00019266,P00261,4,2115.66
O00019266,P00008,3,826.92
O00019266,P00153,3,2372.09
O00019266,P00755,1,2249.11
O00019267,P00552,4,123561.67
O00019267,P00052,3,130692.5
O00019267,P00624,1,30308.33
O00019267,P00089,2,105375.83
O00019268,P00239,4,49527.94
O00019268,P00152,2,76360.29
O00019268,P00551,4,151022.06
O00019268,P00779,1,140157.35
O00019268,P00778,2,77182.35
O00019269,P00704,4,1150.25
O00019270,P00672,3,790.8
O00019270,P00224,1,3100.55
O00019270,P00602,3,1088.38
O00019271,P00580,4,1473.22
O00019271,P00337,2,336.42
O00019271,P00500,1,609.48
O00019271,P00665,3,472.96
O00019271,P00611,2,1771.56
O00019272,P00176,1,1441.72
O00019273,P00278,4,982.74
O00019273,P00061,4,802.72
O00019274,P00008,4,859.08
O00019274,P00549,4,165.02
O00019274,P00681,1,2455.59
O00019274,P00239,1,665.03
O00019274,P00036,4,867.19
O00019275,P00686,4,1334.06
O00019275,P00114,4,1023.98
O00019275,P00710,4,102.33
O00019275,P00321,3,1068.18
O00019275,P00215,3,199.34
O00019276,P00680,2,575.45
O00019276,P00638,3,2038.01
O00019277,P00675,3,808.98
O00019277,P00176,4,2647.98
O00019278,P00603,2,377.86
O00019279,P00440,2,3342.0
O00019279,P00621,2,191.42
O00019279,P00399,2,1867.08
O00019279,P00659,3,2306.05
O00019279,P00502,3,1490.08
O00019280,P00780,3,252.84
O00019280,P00667,3,1784.9
O00019280,P00278,2,1166.0
O00019280,P00083,3,965.32
O00019280,P00201,1,165.73
O00019281,P00213,2,1066.81
O00019281,P00378,3,1288.09
O00019281,P00094,3,1390.91
O00019281,P00664,2,1117.8
O00019281,P00014,1,7.75
O00019282,P00310,2,28382.5
O00019282,P00078,2,15920.0
O00019283,P00633,3,1399.68
O00019283,P00328,3,219.84
O00019284,P00759,4,626.18
O00019284,P00497,1,533.14
O00019284,P00468,1,256.68
O00019285,P00229,3,1840.43
O00019285,P00559,2,328.03
O00019285,P00510,4,1244.03
O00019285,P00278,4,1111.78
O00019286,P00730,4,120.65
O00019286,P00098,1,780.94
O00019286,P00566,1,890.14
O00019287,P00589,3,1046.43
O00019287,P00120,2,640.59
O00019287,P00356,2,485.72
O00019287,P00708,1,951.19
O00019287,P00674,3,1235.21
O00019288,P00413,1,1300.47
O00019288,P00161,4,19.79
O00019288,P00223,1,567.19
O00019288,P00078,4,195.61
O00019289,P00626,3,723.41
O00019290,P00530,1,8703.33
O00019291,P00535,4,1753.12
O00019291,P00324,1,955.74
O00019291,P00290,4,1538.97
O00019292,P00403,4,141591.18
O00019292,P00283,2,83950.0
O00019292,P00084,2,133500.0
O00019292,P00151,2,190589.71
O00019293,P00285,2,100585.83
O00019293,P00395,3,93385.83
O00019293,P00685,2,85332.5
O00019294,P00503,2,1731.28
O00019294,P00797,2,655.67
O00019294,P00748,3,1234.23
O00019294,P00698,1,555.69
O00019294,P00747,1,2688.92
O00019295,P00579,4,102.97
O00019295,P00747,2,1400.21
O00019295,P00434,1,1043.11
O00019295,P00100,3,403.1
O00019296,P00776,3,1748.92
O00019296,P00230,1,995.13
O00019296,P00362,1,1183.61
O00019296,P00281,2,481.23
O00019297,P00071,2,1243.21
O00019298,P00455,1,917.88
O00019298,P00757,4,416.9
O00019298,P00480,2,1561.23
O00019299,P00300,1,194.2
O00019299,P00580,3,2968.69
O00019299,P00096,3,2888.14
O00019300,P00085,1,2062.64
O00019301,P00718,4,732.41
O00019301,P00143,4,3043.0
O00019301,P00489,3,1677.94
O00019301,P00298,4,911.91
O00019301,P00036,3,868.77
O00019302,P00380,2,2495.88
O00019302,P00280,2,681.39
O00019302,P00143,1,2465.81
O00019302,P00518,4,1729.19
O00019303,P00008,4,905.73
O00019303,P00583,2,1994.27
O00019303,P00127,4,1678.73
O00019303,P00607,3,3010.31
O00019303,P00763,1,837.77
O00019304,P00564,2,579.3
O00019304,P00022,3,439.06
O00019304,P00249,3,1646.92
O00019305,P00375,2,198264.71
O00019306,P00449,1,2672.45
O00019306,P00261,3,1957.27
O00019306,P00586,3,1997.44
O00019306,P00484,3,1876.19
O00019306,P00457,3,1430.58
O00019307,P00036,3,54379.17
O00019307,P00279,1,1845.0
O00019307,P00149,3,93257.5
