return_id,order_id,product_id,return_reason,return_datetime,refund_amount
R00001124,O00017189,P00637,Not as described,2025-01-17 08:06:09,83093.12
R00001125,O00017191,P00306,Damaged,2025-04-29 03:17:52,2267.52
R00001126,O00017200,P00506,Damaged,2025-03-13 03:44:46,33240.24
R00001127,O00017208,P00472,Not as described,2025-06-08 11:49:17,773.43
R00001128,O00017210,P00401,Wrong item,2024-12-04 15:05:58,1586.8
R00001129,O00017233,P00107,Damaged,2024-09-29 15:09:13,1622.58
R00001130,O00017273,P00370,Damaged,2025-03-20 00:18:44,876.03
R00001131,O00017301,P00797,Damaged,2024-09-26 15:09:55,135731.57
R00001132,O00017306,P00357,Damaged,2024-09-11 10:05:49,649.61
R00001133,O00017331,P00095,Wrong item,2025-05-23 15:05:05,12493.02
R00001134,O00017344,P00487,Buyer remorse,2025-04-24 13:18:07,295897.76
R00001135,O00017384,P00170,Wrong item,2024-09-03 00:22:51,117.94
R00001136,O00017391,P00271,Not as described,2025-04-19 06:07:19,238724.09
R00001137,O00017398,P00776,Wrong item,2025-07-11 18:33:27,563314.62
R00001138,O00017417,P00113,Not as described,2024-12-01 17:01:29,3111.81
R00001139,O00017435,P00259,Wrong item,2024-08-23 06:16:34,42398.62
R00001140,O00017459,P00467,Damaged,2025-07-09 09:57:21,7740.28
R00001141,O00017461,P00783,Wrong item,2024-09-17 03:18:42,1241.46
R00001142,O00017469,P00335,Wrong item,2024-09-26 17:55:38,13740.8
R00001143,O00017474,P00361,Not as described,2024-11-02 16:38:20,644.48
R00001144,O00017483,P00479,Damaged,2024-11-23 01:11:50,426386.54
R00001145,O00017489,P00061,Not as described,2025-08-04 11:17:39,2248.82
R00001146,O00017494,P00693,Wrong item,2025-04-19 13:44:53,573.37
R00001147,O00017541,P00617,Damaged,2025-02-05 16:26:35,4608.42
R00001148,O00017545,P00552,Not as described,2025-04-01 20:29:48,1863.43
R00001149,O00017569,P00687,Buyer remorse,2025-06-21 09:00:14,1398.83
R00001150,O00017573,P00264,Wrong item,2025-01-15 23:10:44,5028.17
R00001151,O00017579,P00061,Damaged,2025-02-15 17:47:43,1131.15
R00001152,O00017588,P00555,Not as described,2025-07-25 19:10:51,3207.59
R00001153,O00017595,P00320,Buyer remorse,2025-04-28 08:10:42,4739.41
R00001154,O00017601,P00391,Not as described,2025-03-21 22:59:01,556.36
R00001155,O00017631,P00693,Buyer remorse,2025-07-03 12:35:19,107033.29
R00001156,O00017646,P00464,Damaged,2024-12-22 05:57:02,508.88
R00001157,O00017699,P00749,Not as described,2025-04-21 13:27:04,462607.35
R00001158,O00017722,P00312,Damaged,2024-11-29 03:43:56,1853.32
R00001159,O00017744,P00447,Damaged,2025-07-21 23:00:55,309834.39
R00001160,O00017749,P00355,Wrong item,2025-03-07 23:52:27,190175.18
R00001161,O00017750,P00704,Not as described,2025-04-04 11:30:11,4497.75
R00001162,O00017769,P00591,Buyer remorse,2025-06-12 16:10:49,3530.54
R00001163,O00017770,P00590,Wrong item,2025-07-15 02:27:57,11264.51
R00001164,O00017776,P00322,Buyer remorse,2024-10-08 14:29:47,240881.09
R00001165,O00017781,P00466,Not as described,2025-06-06 17:43:09,940.68
R00001166,O00017783,P00152,Wrong item,2024-09-06 02:39:19,112123.72
R00001167,O00017792,P00263,Buyer remorse,2024-09-30 15:44:16,2510.96
R00001168,O00017793,P00041,Wrong item,2024-12-10 07:17:26,587.98
R00001169,O00017859,P00396,Damaged,2025-02-03 09:36:34,1214.87
R00001170,O00017885,P00225,Wrong item,2025-03-12 18:10:57,248.28
R00001171,O00017910,P00644,Damaged,2025-02-25 13:06:30,1175.91
R00001172,O00017914,P00071,Not as described,2024-10-10 00:33:20,3089.05
R00001173,O00017931,P00357,Wrong item,2025-07-09 12:20:07,2617.67
R00001174,O00017945,P00214,Wrong item,2025-01-14 03:35:14,1619.26
R00001175,O00017965,P00724,Wrong item,2025-06-22 19:21:49,4588.46
R00001176,O00017972,P00545,Damaged,2024-12-24 06:32:05,10359.36
R00001177,O00017974,P00380,Wrong item,2025-05-13 14:27:48,2138.05
R00001178,O00017982,P00224,Wrong item,2025-07-02 07:29:27,1617.7
R00001179,O00017989,P00364,Damaged,2025-01-08 11:08:25,1433.67
R00001180,O00018016,P00105,Damaged,2024-11-20 08:27:41,221753.82
R00001181,O00018023,P00747,Damaged,2024-09-08 18:48:46,1313.18
R00001182,O00018050,P00410,Buyer remorse,2025-05-01 02:04:18,2136.93
R00001183,O00018063,P00604,Wrong item,2025-08-06 19:28:41,85177.71
R00001184,O00018144,P00007,Buyer remorse,2025-02-19 13:16:46,642.72
R00001185,O00018146,P00106,Damaged,2025-07-27 20:41:26,479.05
R00001186,O00018155,P00771,Buyer remorse,2025-01-05 17:07:18,7737.57
R00001187,O00018156,P00324,Wrong item,2024-09-05 19:56:07,469048.9
R00001188,O00018158,P00186,Buyer remorse,2024-10-15 04:14:11,203381.22
R00001189,O00018161,P00562,Not as described,2025-01-25 12:59:23,3330.82
R00001190,O00018222,P00512,Damaged,2025-01-31 12:10:43,744.48
R00001191,O00018248,P00325,Wrong item,2024-11-24 19:53:35,3863.47
R00001192,O00018252,P00414,Damaged,2025-04-03 13:29:52,30677.43
R00001193,O00018263,P00535,Wrong item,2025-07-16 16:25:41,3280.78
R00001194,O00018264,P00535,Damaged,2024-12-19 12:53:10,390362.52
R00001195,O00018285,P00575,Buyer remorse,2024-11-28 13:17:14,310564.11
R00001196,O00018306,P00226,Wrong item,2024-11-04 11:28:12,3200.25
R00001197,O00018310,P00539,Buyer remorse,2025-01-22 18:45:08,8036.2
R00001198,O00018331,P00194,Not as described,2025-02-17 01:24:40,886.97
R00001199,O00018349,P00403,Buyer remorse,2025-05-06 15:29:21,2549.72
R00001200,O00018397,P00688,Damaged,2025-03-20 03:11:35,2458.72
R00001201,O00018401,P00164,Damaged,2025-04-10 05:20:09,4128.69
R00001202,O00018403,P00440,Damaged,2024-09-19 08:01:47,2800.39
R00001203,O00018421,P00600,Wrong item,2025-07-30 09:18:02,1181.69
R00001204,O00018487,P00674,Damaged,2025-07-04 14:56:48,2328.49
R00001205,O00018514,P00266,Damaged,2025-03-31 01:35:28,3764.27
R00001206,O00018524,P00180,Damaged,2024-09-15 21:52:04,3668.02
R00001207,O00018546,P00099,Buyer remorse,2025-05-09 07:30:43,2803.58
R00001208,O00018569,P00558,Wrong item,2025-03-30 12:08:31,654.87
R00001209,O00018578,P00654,Not as described,2025-03-16 06:29:53,689.42
R00001210,O00018585,P00059,Wrong item,2024-10-06 04:45:30,2018.95
R00001211,O00018591,P00523,Wrong item,2025-05-30 16:58:26,870.88
R00001212,O00018610,P00083,Wrong item,2025-02-17 00:18:44,754.02
R00001213,O00018626,P00519,Not as described,2025-04-27 12:22:29,116900.86
R00001214,O00018637,P00097,Not as described,2024-09-05 14:50:26,2282.44
R00001215,O00018668,P00142,Wrong item,2024-12-30 15:15:46,670.14
R00001216,O00018671,P00642,Buyer remorse,2025-02-25 20:55:05,1882.56
R00001217,O00018672,P00194,Wrong item,2024-09-02 02:55:54,310.6
R00001218,O00018679,P00191,Damaged,2024-11-16 02:23:10,271.97
R00001219,O00018713,P00521,Buyer remorse,2025-08-01 09:36:46,267.87
R00001220,O00018717,P00536,Damaged,2024-12-19 00:42:50,1562.82
R00001221,O00018723,P00610,Damaged,2025-06-15 18:10:27,1383.5
R00001222,O00018726,P00146,Wrong item,2024-09-01 17:05:46,140.78
R00001223,O00018745,P00132,Not as described,2025-03-20 21:25:41,214.78
R00001224,O00018766,P00788,Buyer remorse,2025-01-01 14:41:30,745.17
R00001225,O00018819,P00213,Not as described,2025-07-15 01:54:07,2451.85
R00001226,O00018835,P00475,Not as described,2024-08-31 03:29:53,188712.77
R00001227,O00018836,P00118,Damaged,2025-04-18 04:53:17,2626.1
R00001228,O00018837,P00145,Buyer remorse,2024-10-23 08:48:35,1918.0
R00001229,O00018855,P00031,Damaged,2024-10-22 12:45:50,277.32
R00001230,O00018864,P00475,Damaged,2024-09-02 23:03:44,4497.77
R00001231,O00018866,P00608,Wrong item,2025-01-02 04:59:42,353.45
R00001232,O00018903,P00227,Not as described,2025-08-11 07:41:39,10.12
R00001233,O00018930,P00383,Not as described,2024-08-25 11:58:37,2517.32
R00001234,O00018971,P00644,Not as described,2025-01-08 07:03:20,105911.55
R00001235,O00019017,P00649,Damaged,2024-09-27 18:32:16,175.81
R00001236,O00019033,P00229,Not as described,2025-06-13 05:35:05,2864.97
R00001237,O00019034,P00604,Wrong item,2025-07-21 22:19:56,2853.51
R00001238,O00019045,P00154,Wrong item,2024-08-28 11:46:08,934.07
R00001239,O00019049,P00381,Damaged,2025-05-22 15:32:13,106313.76
R00001240,O00019072,P00087,Buyer remorse,2025-07-01 22:38:42,983.97
R00001241,O00019073,P00014,Buyer remorse,2024-11-06 08:09:31,1173.78
R00001242,O00019100,P00627,Not as described,2025-01-29 12:45:23,257537.29
R00001243,O00019106,P00642,Damaged,2025-02-16 21:04:53,265024.92
R00001244,O00019112,P00075,Not as described,2025-07-04 05:40:09,25374.93
R00001245,O00019114,P00222,Buyer remorse,2024-10-13 14:08:53,3376.85
R00001246,O00019148,P00596,Not as described,2025-07-18 11:21:39,11645.18
R00001247,O00019152,P00373,Buyer remorse,2025-01-04 02:27:26,1569.59
R00001248,O00019161,P00499,Wrong item,2024-09-02 01:36:34,7857.96
R00001249,O00019201,P00437,Damaged,2024-09-16 22:10:51,3420.53
R00001250,O00019206,P00408,Wrong item,2024-09-16 13:47:58,537574.4
R00001251,O00019221,P00300,Wrong item,2025-05-04 16:34:22,357.97
R00001252,O00019225,P00797,Buyer remorse,2024-09-04 16:25:24,494.26
R00001253,O00019249,P00662,Wrong item,2025-04-01 08:16:19,4411.66
R00001254,O00019254,P00034,Damaged,2024-12-05 06:32:23,1335.98
R00001255,O00019279,P00440,Not as described,2024-11-17 19:15:59,5198.88
R00001256,O00019293,P00395,Wrong item,2024-09-27 04:08:27,181668.67
R00001257,O00019295,P00434,Damaged,2025-06-20 04:52:32,705.33
R00001258,O00019298,P00757,Wrong item,2024-12-11 10:15:08,1107.77
R00001259,O00019299,P00300,Damaged,2024-09-18 15:00:21,131.7
R00001260,O00019312,P00659,Buyer remorse,2025-06-15 02:43:01,4438.83
R00001261,O00019318,P00515,Damaged,2025-05-31 10:27:05,782.0
R00001262,O00019319,P00450,Wrong item,2025-07-23 02:02:31,240182.34
R00001263,O00019326,P00452,Buyer remorse,2025-03-19 11:05:56,593.99
R00001264,O00019348,P00276,Damaged,2024-12-13 06:18:58,1133.45
R00001265,O00019353,P00662,Wrong item,2025-01-31 09:46:33,3942.94
R00001266,O00019356,P00561,Not as described,2025-07-05 04:10:46,2297.82
R00001267,O00019385,P00394,Wrong item,2024-11-16 19:30:18,3076.23
R00001268,O00019395,P00489,Buyer remorse,2025-07-09 08:12:23,790.96
R00001269,O00019424,P00767,Damaged,2024-12-07 21:47:59,2502.28
R00001270,O00019427,P00215,Not as described,2025-08-10 02:35:52,319.4
R00001271,O00019439,P00243,Wrong item,2025-04-24 16:36:40,573761.48
R00001272,O00019481,P00180,Damaged,2025-06-24 21:23:19,1883.04
R00001273,O00019489,P00669,Not as described,2025-08-09 06:29:10,1898.15
R00001274,O00019496,P00605,Wrong item,2025-02-28 19:07:42,2960.48
R00001275,O00019521,P00745,Buyer remorse,2025-08-26 04:42:50,1123.72
R00001276,O00019531,P00383,Damaged,2025-01-20 01:17:36,3928.49
R00001277,O00019541,P00219,Wrong item,2025-03-27 21:11:42,3792.18
R00001278,O00019557,P00278,Wrong item,2025-02-02 09:02:29,2122.16
R00001279,O00019569,P00510,Damaged,2024-10-21 16:08:25,1283.22
R00001280,O00019573,P00468,Not as described,2025-05-04 16:50:39,189.09
R00001281,O00019588,P00224,Wrong item,2025-01-28 17:00:18,139301.88
R00001282,O00019591,P00176,Damaged,2025-05-29 09:42:24,5628.63
R00001283,O00019596,P00549,Damaged,2024-11-27 20:38:38,7727.88
R00001284,O00019604,P00116,Wrong item,2024-10-06 08:16:50,2123.44
R00001285,O00019610,P00241,Not as described,2025-01-12 18:05:36,1483.57
R00001286,O00019612,P00754,Buyer remorse,2024-11-02 12:41:14,7405.89
R00001287,O00019618,P00006,Buyer remorse,2025-06-04 04:58:25,5475.83
R00001288,O00019623,P00042,Wrong item,2024-09-21 08:37:09,2920.42
R00001289,O00019624,P00025,Wrong item,2025-05-05 08:21:39,6107.65
R00001290,O00019658,P00506,Wrong item,2025-05-24 14:27:54,2124.71
R00001291,O00019701,P00090,Buyer remorse,2025-04-21 16:38:54,1544.37
R00001292,O00019707,P00013,Wrong item,2025-01-14 08:12:46,311005.98
R00001293,O00019731,P00223,Damaged,2025-02-27 02:56:45,2058.37
R00001294,O00019735,P00781,Wrong item,2025-02-07 21:18:36,278.84
R00001295,O00019746,P00051,Buyer remorse,2025-06-24 05:28:14,47358.95
R00001296,O00019750,P00406,Damaged,2025-07-19 23:15:04,87888.89
R00001297,O00019751,P00344,Wrong item,2024-10-28 23:00:04,248.05
R00001298,O00019760,P00110,Not as described,2024-12-20 12:34:21,4001.78
R00001299,O00019809,P00210,Buyer remorse,2024-09-05 02:51:17,3247.67
R00001300,O00019814,P00375,Not as described,2025-04-28 01:01:03,403211.3
R00001301,O00019859,P00452,Damaged,2025-08-01 03:22:53,177019.02
R00001302,O00019866,P00345,Damaged,2025-06-22 00:02:42,962.53
R00001303,O00019892,P00232,Damaged,2025-06-22 16:29:36,606.89
R00001304,O00019921,P00099,Buyer remorse,2025-08-11 23:42:07,2170.04
R00001305,O00019927,P00692,Damaged,2025-05-04 21:08:16,1700.56
R00001306,O00019943,P00550,Not as described,2024-10-15 10:25:21,1088.94
R00001307,O00019947,P00799,Wrong item,2024-11-11 07:52:53,276216.21
R00001308,O00019952,P00065,Buyer remorse,2025-01-15 23:16:20,41280.31
R00001309,O00019967,P00285,Buyer remorse,2025-03-04 10:14:46,2746.51
R00001310,O00019989,P00194,Damaged,2025-04-16 12:20:14,858.23
R00001311,O00020009,P00192,Damaged,2025-01-18 15:28:20,60.8
R00001312,O00020010,P00415,Damaged,2025-04-08 11:29:01,2613.53
R00001313,O00020014,P00218,Buyer remorse,2025-06-04 16:05:54,184.45
R00001314,O00020023,P00143,Wrong item,2024-12-17 13:29:01,2849.43
R00001315,O00020027,P00266,Wrong item,2024-10-05 05:24:32,68898.64
R00001316,O00020037,P00307,Buyer remorse,2024-09-23 17:39:46,1015426.11
R00001317,O00020041,P00225,Damaged,2024-09-19 17:14:17,121807.65
R00001318,O00020049,P00411,Wrong item,2025-08-06 20:23:29,1366.69
R00001319,O00020071,P00542,Buyer remorse,2025-07-09 23:26:47,1825.59
R00001320,O00020085,P00618,Wrong item,2025-04-17 11:52:33,1432.04
R00001321,O00020104,P00622,Buyer remorse,2025-03-06 10:07:40,191205.69
R00001322,O00020105,P00732,Wrong item,2025-02-09 12:53:03,2118.6
R00001323,O00020109,P00424,Damaged,2024-11-27 18:29:27,4031.74
R00001324,O00020120,P00101,Not as described,2024-11-28 06:36:58,1318.81
R00001325,O00020135,P00662,Damaged,2025-06-07 03:06:01,162001.18
R00001326,O00020141,P00691,Not as described,2025-04-25 07:05:14,211463.43
R00001327,O00020162,P00054,Damaged,2024-10-18 22:24:09,2945.4
R00001328,O00020164,P00467,Wrong item,2024-11-07 00:24:43,4962.79
R00001329,O00020189,P00155,Buyer remorse,2025-05-26 09:44:53,1511.93
R00001330,O00020191,P00436,Buyer remorse,2025-03-12 11:37:31,78945.29
R00001331,O00020212,P00633,Wrong item,2025-05-06 12:17:36,2248.27
R00001332,O00020220,P00677,Damaged,2025-06-09 09:13:41,2708.9
R00001333,O00020226,P00217,Wrong item,2024-09-11 14:54:20,2798.2
R00001334,O00020236,P00016,Damaged,2024-09-25 02:44:54,48993.68
R00001335,O00020245,P00739,Damaged,2024-10-20 01:58:50,3208.25
R00001336,O00020249,P00003,Damaged,2025-05-17 01:49:06,370.32
R00001337,O00020258,P00129,Wrong item,2025-08-08 20:13:17,1381.41
R00001338,O00020275,P00356,Wrong item,2025-03-07 16:12:08,110941.3
R00001339,O00020312,P00053,Not as described,2025-06-30 06:35:15,411.84
R00001340,O00020334,P00644,Not as described,2024-10-18 06:34:55,270.95
R00001341,O00020355,P00214,Damaged,2024-11-21 10:09:05,3571.16
R00001342,O00020367,P00793,Not as described,2025-05-14 15:22:07,2406.38
R00001343,O00020374,P00202,Wrong item,2024-12-25 14:52:47,1845.7
R00001344,O00020376,P00108,Damaged,2025-08-27 06:59:47,1403.78
R00001345,O00020403,P00017,Damaged,2025-02-03 11:21:04,268579.86
R00001346,O00020418,P00354,Damaged,2024-11-15 00:17:42,50311.89
R00001347,O00020445,P00331,Damaged,2025-03-26 12:42:07,677.98
R00001348,O00020449,P00590,Buyer remorse,2025-07-18 03:28:32,4501.25
R00001349,O00020456,P00394,Buyer remorse,2024-11-02 01:41:41,1783.5
R00001350,O00020461,P00186,Damaged,2025-07-08 01:27:08,107101.42
R00001351,O00020464,P00636,Not as described,2024-12-22 16:56:52,113.14
R00001352,O00020469,P00435,Wrong item,2025-07-15 04:55:17,1127.33
R00001353,O00020489,P00225,Damaged,2024-11-03 23:31:18,442.81
R00001354,O00020494,P00643,Wrong item,2024-11-13 04:50:18,1297.89
R00001355,O00020504,P00540,Damaged,2025-03-29 00:42:02,69949.02
R00001356,O00020508,P00298,Buyer remorse,2024-08-27 19:40:34,1973.5
R00001357,O00020510,P00205,Not as described,2024-12-25 10:03:31,1840.22
R00001358,O00020547,P00350,Damaged,2025-03-04 05:43:11,1859.87
R00001359,O00020604,P00053,Not as described,2025-05-26 09:14:23,223.14
R00001360,O00020631,P00296,Wrong item,2024-09-05 17:59:30,257453.53
R00001361,O00020632,P00613,Damaged,2025-03-21 17:02:50,126939.62
R00001362,O00020634,P00353,Wrong item,2024-09-11 10:05:16,1676.1
R00001363,O00020638,P00206,Damaged,2024-09-17 22:32:18,807.74
R00001364,O00020639,P00738,Damaged,2025-04-30 18:07:23,4276.8
R00001365,O00020642,P00069,Not as described,2025-03-22 09:58:50,4540.13
R00001366,O00020645,P00148,Not as described,2024-09-30 21:14:54,392754.23
R00001367,O00020657,P00153,Buyer remorse,2025-08-06 14:31:26,3873.4
R00001368,O00020665,P00505,Buyer remorse,2025-01-11 07:53:07,1670.96
R00001369,O00020684,P00559,Not as described,2025-08-21 11:32:18,86854.73
R00001370,O00020694,P00585,Buyer remorse,2025-07-15 09:15:55,2262.35
R00001371,O00020695,P00005,Damaged,2025-05-04 21:32:46,6883.59
R00001372,O00020699,P00058,Not as described,2024-12-11 13:59:04,103815.5
R00001373,O00020714,P00343,Damaged,2025-06-15 00:05:48,399.82
R00001374,O00020726,P00212,Wrong item,2024-09-16 15:47:26,2573.52
R00001375,O00020758,P00118,Damaged,2025-05-15 22:06:51,462184.05
R00001376,O00020764,P00554,Buyer remorse,2025-06-10 22:07:37,2229.4
R00001377,O00020773,P00088,Wrong item,2025-03-26 13:49:02,724.99
R00001378,O00020777,P00112,Buyer remorse,2025-06-05 23:22:27,573.53
R00001379,O00020778,P00368,Wrong item,2025-03-02 06:04:13,7804.07
R00001380,O00020798,P00314,Not as described,2024-11-06 15:37:36,23058.57
R00001381,O00020802,P00092,Not as described,2024-10-09 17:49:34,694.1
R00001382,O00020804,P00303,Not as described,2025-01-10 15:31:45,690.1
R00001383,O00020819,P00222,Not as described,2024-10-28 06:11:04,3203.43
R00001384,O00020853,P00714,Wrong item,2025-04-08 10:52:07,2818.98
R00001385,O00020855,P00282,Not as described,2024-10-12 08:24:12,1115.67
R00001386,O00020861,P00622,Not as described,2025-05-08 13:15:10,376.07
R00001387,O00020864,P00370,Buyer remorse,2024-12-27 19:00:08,571.39
R00001388,O00020936,P00418,Not as described,2025-02-21 01:51:52,521.08
R00001389,O00020984,P00215,Damaged,2024-08-25 01:52:49,74782.51
R00001390,O00020993,P00648,Damaged,2024-10-05 08:05:05,1834.79
R00001391,O00021005,P00385,Wrong item,2024-09-05 05:33:05,7318.69
R00001392,O00021041,P00692,Not as described,2025-02-25 05:24:38,52357.73
R00001393,O00021057,P00105,Wrong item,2025-01-20 06:59:40,2610.63
R00001394,O00021076,P00380,Not as described,2025-01-11 19:21:34,534568.32
R00001395,O00021181,P00773,Buyer remorse,2025-07-08 02:18:59,304.09
R00001396,O00021207,P00034,Damaged,2025-08-12 21:20:44,3504.65
R00001397,O00021212,P00758,Not as described,2024-12-26 09:18:15,180.6
R00001398,O00021226,P00428,Buyer remorse,2024-09-18 08:51:24,4100.65
R00001399,O00021239,P00742,Not as described,2024-09-04 08:38:34,595721.96
R00001400,O00021271,P00214,Buyer remorse,2024-12-04 06:00:21,5243.64
R00001401,O00021275,P00380,Buyer remorse,2025-04-26 11:33:10,752762.41
R00001402,O00021310,P00188,Buyer remorse,2025-04-13 21:48:02,2620.81
R00001403,O00021327,P00696,Buyer remorse,2025-05-31 17:27:49,690.12
R00001404,O00021330,P00552,Not as described,2025-06-06 01:07:32,131193.23
R00001405,O00021340,P00543,Buyer remorse,2024-11-14 11:26:21,74726.22
R00001406,O00021342,P00582,Damaged,2025-02-28 03:19:50,340.43
R00001407,O00021356,P00151,Wrong item,2025-02-28 03:14:02,1935.53
R00001408,O00021382,P00016,Not as described,2024-09-05 05:14:20,226.1
R00001409,O00021390,P00204,Damaged,2025-08-29 11:19:34,2038.51
R00001410,O00021409,P00327,Buyer remorse,2024-11-05 19:00:35,5125.15
R00001411,O00021410,P00769,Damaged,2025-06-09 00:20:28,5264.7
R00001412,O00021419,P00513,Wrong item,2025-04-09 11:45:04,317738.86
R00001413,O00021429,P00516,Not as described,2024-09-05 04:16:47,1659.19
R00001414,O00021438,P00458,Wrong item,2024-11-12 18:43:24,94871.75
R00001415,O00021443,P00158,Wrong item,2025-01-14 23:24:59,3695.79
R00001416,O00021449,P00602,Buyer remorse,2024-12-15 11:14:18,1349.13
R00001417,O00021505,P00161,Buyer remorse,2025-02-11 05:25:46,31.32
R00001418,O00021512,P00270,Not as described,2024-08-29 10:42:50,2568.55
R00001419,O00021516,P00589,Damaged,2024-12-06 19:45:28,1263.83
R00001420,O00021527,P00208,Buyer remorse,2025-07-15 07:49:44,242.16
R00001421,O00021534,P00413,Damaged,2025-04-12 00:24:38,2823.35
R00001422,O00021545,P00311,Damaged,2024-11-09 08:57:43,1953.29
R00001423,O00021549,P00785,Damaged,2024-10-14 07:26:05,157636.36
R00001424,O00021570,P00563,Not as described,2025-03-24 16:30:17,551034.92
R00001425,O00021609,P00077,Wrong item,2025-04-29 05:51:38,704.1
R00001426,O00021615,P00638,Damaged,2024-10-03 15:07:40,4621.69
R00001427,O00021621,P00112,Wrong item,2025-03-22 17:17:00,351.15
R00001428,O00021662,P00746,Wrong item,2025-01-17 21:38:32,653.58
R00001429,O00021676,P00630,Wrong item,2024-12-05 23:29:05,473549.07
R00001430,O00021686,P00606,Not as described,2025-06-11 13:49:38,145465.18
R00001431,O00021691,P00027,Not as described,2025-06-16 08:11:54,6740.31
R00001432,O00021703,P00195,Wrong item,2025-03-10 01:12:05,185140.4
R00001433,O00021718,P00673,Wrong item,2024-12-24 13:27:03,1402.41
R00001434,O00021728,P00032,Damaged,2024-11-30 09:47:00,630.18
R00001435,O00021733,P00717,Buyer remorse,2024-10-07 19:24:27,2183.94
R00001436,O00021756,P00074,Wrong item,2025-04-08 18:29:06,20268.68
R00001437,O00021757,P00492,Wrong item,2025-06-10 14:38:12,4869.68
R00001438,O00021769,P00746,Not as described,2024-10-17 12:43:35,1540.78
R00001439,O00021788,P00759,Buyer remorse,2024-10-16 10:01:46,334447.09
R00001440,O00021791,P00428,Not as described,2025-05-03 09:43:51,5257.33
R00001441,O00021792,P00335,Buyer remorse,2025-06-04 22:45:52,181.59
R00001442,O00021806,P00126,Not as described,2024-12-07 03:43:25,452175.54
R00001443,O00021815,P00278,Not as described,2025-06-09 03:11:59,3936.24
R00001444,O00021832,P00543,Wrong item,2025-06-11 16:24:31,1888.74
R00001445,O00021837,P00713,Wrong item,2025-01-03 09:01:33,4077.25
R00001446,O00021862,P00649,Wrong item,2025-03-06 12:04:22,334.75
R00001447,O00021874,P00728,Buyer remorse,2025-01-31 09:59:20,1993.15
R00001448,O00021878,P00413,Not as described,2024-12-23 13:52:06,1386.51
R00001449,O00021899,P00001,Not as described,2025-04-17 15:12:59,477940.3
R00001450,O00021914,P00079,Damaged,2024-10-31 12:29:10,2071.91
R00001451,O00021916,P00411,Not as described,2025-02-17 08:30:45,1068.99
R00001452,O00021940,P00748,Not as described,2025-04-28 17:11:21,582.6
R00001453,O00021958,P00084,Not as described,2025-07-20 09:45:42,78100.8
R00001454,O00021960,P00677,Not as described,2025-08-01 06:10:27,1384.22
R00001455,O00021979,P00103,Not as described,2024-12-27 20:32:26,486879.78
R00001456,O00021989,P00307,Wrong item,2025-08-11 07:56:47,3801.55
R00001457,O00022002,P00597,Damaged,2025-08-08 10:09:28,1914.09
R00001458,O00022012,P00020,Wrong item,2025-05-10 11:47:13,82798.05
R00001459,O00022034,P00721,Not as described,2025-01-18 22:22:20,211.49
R00001460,O00022051,P00047,Buyer remorse,2025-04-23 10:06:44,2475.61
R00001461,O00022071,P00231,Buyer remorse,2025-03-21 17:43:12,1021.79
R00001462,O00022080,P00138,Buyer remorse,2025-07-21 04:15:36,402246.29
R00001463,O00022081,P00414,Not as described,2024-12-22 01:22:57,161.16
R00001464,O00022091,P00232,Buyer remorse,2025-03-10 18:59:54,3627.22
R00001465,O00022114,P00470,Not as described,2025-04-05 13:25:57,1268.23
R00001466,O00022133,P00595,Damaged,2024-09-22 04:32:45,9.44
R00001467,O00022165,P00536,Damaged,2025-06-12 04:48:47,161891.67
R00001468,O00022170,P00618,Damaged,2025-05-10 22:23:10,287547.67
R00001469,O00022209,P00112,Wrong item,2024-11-12 14:23:57,141.02
R00001470,O00022223,P00757,Damaged,2024-12-18 02:26:13,753.94
R00001471,O00022232,P00734,Wrong item,2025-05-30 00:34:45,4702.93
R00001472,O00022250,P00163,Buyer remorse,2025-03-21 19:15:08,4252.49
R00001473,O00022274,P00550,Not as described,2025-01-13 16:10:33,360830.56
R00001474,O00022276,P00530,Not as described,2025-01-22 09:59:22,10383.25
R00001475,O00022285,P00005,Buyer remorse,2024-10-14 09:47:57,1998.91
R00001476,O00022318,P00776,Damaged,2025-06-28 15:48:24,1812.59
R00001477,O00022329,P00049,Damaged,2024-12-19 15:40:51,843.12
R00001478,O00022333,P00472,Buyer remorse,2024-09-24 23:34:43,845.47
R00001479,O00022338,P00588,Damaged,2025-06-17 19:38:59,2059.08
R00001480,O00022349,P00097,Not as described,2024-11-05 01:50:16,28377.93
R00001481,O00022361,P00730,Wrong item,2024-11-24 17:37:27,20731.42
R00001482,O00022369,P00515,Not as described,2024-12-02 21:18:03,9614.84
R00001483,O00022370,P00257,Not as described,2025-04-15 19:03:19,253062.73
R00001484,O00022415,P00363,Buyer remorse,2025-08-08 22:53:04,2680.73
R00001485,O00022424,P00360,Buyer remorse,2025-06-24 19:15:55,168.35
R00001486,O00022440,P00390,Wrong item,2024-09-23 13:03:12,542220.39
R00001487,O00022443,P00144,Buyer remorse,2025-03-21 22:00:31,19.19
R00001488,O00022456,P00305,Wrong item,2025-02-04 16:54:29,1260.54
R00001489,O00022511,P00536,Not as described,2025-01-28 19:52:25,282571.59
R00001490,O00022521,P00076,Buyer remorse,2025-06-22 22:06:57,82.74
R00001491,O00022525,P00430,Wrong item,2025-07-02 14:53:40,9059.72
R00001492,O00022534,P00143,Not as described,2024-09-14 06:36:58,358655.27
R00001493,O00022535,P00539,Buyer remorse,2025-02-24 18:17:30,792.1
