order_id,customer_id,order_datetime,order_timezone,total_amount,currency,status,warehouse_id,shipping_delay_hours
O00003846,C04107,2024-08-19 17:50:26,Asia/Singapore,561.68,EUR,delivered,W006,25
O00003847,C03745,2025-06-11 22:10:24,Asia/Singapore,6793.24,EUR,delivered,W002,15
O00003848,C00150,2025-06-14 15:34:06,Europe/Berlin,12636.64,EUR,delivered,W008,0
O00003849,C00062,2025-04-11 03:13:59,America/New_York,384904.42,JPY,delivered,W004,16
O00003850,C02610,2025-01-30 07:09:56,Asia/Singapore,11209.1,GBP,placed,W006,4
O00003851,C01646,2025-07-11 12:26:21,Europe/London,2955.0,GBP,delivered,W005,8
O00003852,C02634,2025-03-30 08:37:09,Europe/London,615488.22,JPY,delivered,W006,24
O00003853,C01647,2025-07-23 17:20:58,America/Los_Angeles,12831.45,AUD,delivered,W001,16
O00003854,C04092,2025-04-26 16:08:28,Asia/Kolkata,12522.61,USD,delivered,W004,2
O00003855,C00182,2025-02-16 08:44:58,Europe/Berlin,16393.58,CAD,placed,W005,0
O00003856,C02642,2024-12-12 16:34:59,Europe/London,1222.6,CAD,delivered,W002,15
O00003857,C04862,2024-12-09 00:03:02,Europe/London,6946.79,USD,shipped,W006,2
O00003858,C04567,2024-09-12 19:40:29,Europe/Berlin,1536.07,EUR,delivered,W003,12
O00003859,C04898,2024-09-14 12:24:32,Asia/Kolkata,1149447.05,JPY,delivered,W004,10
O00003860,C02648,2025-03-20 17:01:06,UTC,15.19,EUR,shipped,W008,30
O00003861,C04962,2024-11-21 08:01:39,Europe/London,2496.22,AUD,delivered,W005,8
O00003862,C04736,2025-04-20 17:13:27,UTC,12135.58,AUD,delivered,W004,19
O00003863,C00177,2025-04-26 10:06:15,Asia/Singapore,2103.6,EUR,placed,W004,18
O00003864,C01693,2025-04-20 04:22:34,Asia/Kolkata,1119404.17,INR,delivered,W001,0
O00003865,C03048,2025-04-02 13:43:48,Asia/Kolkata,4738.2,CAD,delivered,W007,8
O00003866,C02389,2025-07-27 18:00:21,Europe/London,1329645.0,INR,shipped,W006,25
O00003867,C02495,2025-06-01 08:14:33,America/New_York,9468.97,USD,delivered,W002,25
O00003868,C03591,2024-10-27 06:23:37,Asia/Singapore,537287.51,INR,returned,W007,0
O00003869,C02912,2025-04-10 19:36:32,Asia/Kolkata,17409.78,USD,delivered,W002,15
O00003870,C02423,2025-02-05 16:31:00,Asia/Kolkata,2935.56,EUR,delivered,W001,7
O00003871,C01983,2025-08-03 16:09:50,Europe/Berlin,1353.4,EUR,shipped,W004,10
O00003872,C03532,2025-03-19 02:27:42,America/Los_Angeles,18981.23,USD,cancelled,W006,3
O00003873,C00432,2024-09-11 02:35:16,Europe/Berlin,22056.65,AUD,shipped,W004,28
O00003874,C01548,2025-04-23 03:35:09,Europe/London,4885.72,USD,shipped,W005,6
O00003875,C04040,2024-08-16 18:19:07,Asia/Kolkata,487255.01,INR,delivered,W002,8
O00003876,C00057,2024-11-06 10:31:59,Asia/Singapore,17613.24,JPY,delivered,W002,0
O00003877,C03994,2025-03-19 17:23:04,Europe/London,700.2,GBP,delivered,W008,16
O00003878,C02318,2025-07-15 16:03:58,UTC,5736.59,AUD,delivered,W003,2
O00003879,C04413,2024-12-26 18:15:40,America/New_York,2062.61,CAD,returned,W006,7
O00003880,C00286,2024-11-11 20:42:52,Asia/Kolkata,14859.36,CAD,delivered,W005,18
O00003881,C01729,2024-09-10 04:53:35,Asia/Singapore,3572.52,USD,shipped,W005,0
O00003882,C00267,2025-03-06 01:13:38,America/New_York,2438.25,AUD,shipped,W002,15
O00003883,C01279,2024-08-22 08:23:27,UTC,12083.99,GBP,cancelled,W003,12
O00003884,C01778,2025-04-28 07:31:31,Asia/Kolkata,16964.02,EUR,cancelled,W003,24
O00003885,C02185,2025-01-16 04:46:00,Asia/Singapore,507641.16,JPY,delivered,W006,19
O00003886,C03197,2024-10-09 20:07:33,Europe/London,376001.48,JPY,delivered,W003,20
O00003887,C00435,2024-10-18 20:06:35,Asia/Kolkata,13403.2,EUR,shipped,W001,8
O00003888,C03958,2025-04-29 07:48:06,Europe/Berlin,713.39,CAD,shipped,W002,15
O00003889,C00536,2025-04-12 04:01:10,Europe/London,11714.25,USD,shipped,W005,0
O00003890,C04432,2025-02-19 05:08:28,America/Los_Angeles,6740.96,AUD,delivered,W007,5
O00003891,C01411,2025-03-23 06:48:07,Asia/Singapore,9636.11,GBP,shipped,W005,21
O00003892,C01240,2025-08-07 18:11:55,Asia/Singapore,15301.06,GBP,delivered,W007,18
O00003893,C01504,2024-10-03 18:21:06,UTC,2872.38,GBP,shipped,W008,13
O00003894,C03231,2024-12-16 00:16:44,Europe/London,9011.53,EUR,delivered,W008,12
O00003895,C02553,2025-06-01 22:43:13,Europe/Berlin,92.92,GBP,delivered,W003,1
O00003896,C00272,2025-07-02 08:30:41,Asia/Kolkata,6195.45,USD,returned,W001,13
O00003897,C01966,2024-11-19 05:55:43,Asia/Singapore,1568701.7,INR,shipped,W002,8
O00003898,C00421,2025-06-22 20:55:11,UTC,11115.78,CAD,delivered,W007,20
O00003899,C01640,2025-03-03 04:24:23,Asia/Kolkata,7588.96,EUR,delivered,W005,11
O00003900,C01263,2025-02-08 10:23:12,Asia/Singapore,9520.58,JPY,delivered,W002,0
O00003901,C02335,2024-10-23 05:25:37,Asia/Singapore,10965.68,CAD,delivered,W005,16
O00003902,C00284,2024-12-29 12:19:05,Europe/Berlin,2087.67,AUD,delivered,W006,8
O00003903,C02611,2024-12-27 18:28:12,Europe/London,652.22,EUR,shipped,W006,4
O00003904,C00879,2025-01-18 06:01:25,Europe/Berlin,10310.47,CAD,delivered,W004,8
O00003905,C04911,2024-10-30 12:59:35,Europe/London,11775.1,AUD,cancelled,W005,0
O00003906,C04657,2025-01-23 14:52:24,Europe/Berlin,8380.24,GBP,delivered,W007,0
O00003907,C00222,2025-03-11 11:39:06,Asia/Singapore,4821.67,GBP,delivered,W001,0
O00003908,C02210,2024-11-22 02:25:56,America/Los_Angeles,1492866.68,INR,placed,W008,0
O00003909,C00565,2025-02-01 08:04:12,Europe/London,13227.78,AUD,delivered,W003,4
O00003910,C03779,2024-10-10 10:35:33,UTC,458209.18,INR,delivered,W007,9
O00003911,C02154,2024-09-16 15:34:21,America/Los_Angeles,13165.84,GBP,delivered,W006,25
O00003912,C02862,2025-08-05 13:31:58,Europe/Berlin,18919.78,CAD,delivered,W002,24
O00003913,C02875,2025-07-20 01:55:13,Europe/Berlin,277148.34,INR,delivered,W007,26
O00003914,C01758,2025-04-21 20:47:05,Europe/London,50955.83,INR,delivered,W004,17
O00003915,C00593,2025-07-03 11:27:22,Asia/Kolkata,10972.92,USD,delivered,W001,12
O00003916,C01822,2024-09-22 01:00:54,Asia/Singapore,6177.12,AUD,delivered,W002,15
O00003917,C02050,2024-11-13 01:27:03,Asia/Kolkata,3304.08,USD,delivered,W008,0
O00003918,C03827,2024-11-15 20:08:34,America/Los_Angeles,7139.53,AUD,delivered,W002,5
O00003919,C01525,2024-10-30 13:25:42,Asia/Kolkata,7055.95,EUR,delivered,W002,2
O00003920,C01060,2025-06-19 15:42:22,America/Los_Angeles,1772.54,AUD,placed,W004,0
O00003921,C04062,2024-08-12 19:49:02,Europe/London,1602431.63,INR,delivered,W008,22
O00003922,C04147,2024-12-01 09:20:15,Europe/Berlin,18653.22,AUD,shipped,W005,3
O00003923,C02698,2024-12-19 03:38:53,Asia/Kolkata,13521.71,CAD,shipped,W007,7
O00003924,C01861,2025-06-04 03:43:40,Asia/Kolkata,3575.72,EUR,returned,W005,11
O00003925,C04975,2025-06-10 15:36:23,UTC,2079.24,EUR,placed,W002,0
O00003926,C03836,2024-10-05 17:35:11,Asia/Kolkata,8208.82,CAD,delivered,W003,22
O00003927,C01390,2025-08-06 10:30:29,Asia/Singapore,17608.26,USD,shipped,W001,4
O00003928,C00711,2025-07-20 15:44:32,Europe/London,4689.26,USD,delivered,W005,6
O00003929,C04238,2025-06-29 19:21:53,Asia/Kolkata,10358.52,AUD,delivered,W008,14
O00003930,C03643,2025-07-31 12:42:19,Europe/Berlin,13930.26,USD,delivered,W004,6
O00003931,C00331,2024-12-27 17:14:37,UTC,9708.72,USD,delivered,W007,6
O00003932,C04090,2025-04-22 06:39:45,UTC,18570.39,AUD,delivered,W005,2
O00003933,C00256,2025-07-27 22:21:09,Asia/Singapore,5111.7,USD,shipped,W004,13
O00003934,C01642,2025-01-11 16:04:59,Asia/Singapore,7217.04,USD,delivered,W002,5
O00003935,C04732,2025-07-02 19:57:56,Europe/London,6230.16,EUR,shipped,W003,18
O00003936,C00339,2025-04-07 02:36:58,Asia/Kolkata,5510.76,GBP,returned,W005,7
O00003937,C04346,2024-10-02 16:07:14,Asia/Kolkata,1058842.65,JPY,shipped,W007,0
O00003938,C03543,2025-05-04 16:06:24,Asia/Singapore,1213972.05,JPY,shipped,W004,2
O00003939,C03299,2025-03-26 22:03:03,Europe/Berlin,6974.3,USD,placed,W006,8
O00003940,C04017,2025-07-28 15:52:18,America/Los_Angeles,9536.38,EUR,delivered,W008,22
O00003941,C00556,2025-01-17 22:08:43,America/Los_Angeles,9906.54,GBP,shipped,W003,9
O00003942,C04349,2024-09-24 20:50:28,Europe/Berlin,263766.18,JPY,shipped,W005,13
O00003943,C00309,2025-01-14 22:20:35,Asia/Kolkata,16843.01,AUD,delivered,W005,1
O00003944,C01915,2024-10-19 03:11:34,UTC,5126.77,EUR,shipped,W008,7
O00003945,C04348,2025-07-12 22:44:43,America/Los_Angeles,6259.64,USD,delivered,W005,24
O00003946,C02990,2024-08-20 16:00:57,Europe/Berlin,2633.76,USD,returned,W004,5
O00003947,C00091,2025-05-18 00:49:55,Europe/Berlin,7371.58,CAD,delivered,W008,17
O00003948,C00709,2024-08-16 14:51:57,Europe/Berlin,5620.12,USD,shipped,W006,0
O00003949,C04047,2025-03-13 01:30:34,America/New_York,10969.8,AUD,delivered,W002,14
O00003950,C02575,2024-11-18 21:12:31,Europe/London,1309798.5,JPY,delivered,W001,8
O00003951,C00650,2025-03-14 09:08:59,UTC,9786.59,USD,delivered,W006,18
O00003952,C00517,2025-02-21 08:35:56,Asia/Singapore,4817.19,CAD,shipped,W003,30
O00003953,C00074,2024-12-29 16:08:11,Asia/Singapore,5028.84,AUD,delivered,W001,29
O00003954,C01001,2025-06-30 05:38:40,Asia/Singapore,10653.12,AUD,delivered,W007,17
O00003955,C04287,2024-08-16 08:07:54,Asia/Singapore,1570027.96,JPY,delivered,W003,11
O00003956,C04425,2024-12-09 18:47:45,Europe/Berlin,7959.26,USD,shipped,W007,0
O00003957,C03507,2025-08-03 00:29:23,Europe/London,9778.82,USD,shipped,W003,11
O00003958,C02557,2024-10-05 14:50:35,Europe/London,10534.77,USD,shipped,W005,15
O00003959,C01241,2025-02-28 02:27:02,Europe/Berlin,19420.11,USD,shipped,W004,7
O00003960,C00105,2025-04-02 02:23:10,Europe/Berlin,4321.26,AUD,cancelled,W004,5
O00003961,C04265,2025-05-25 15:47:00,America/Los_Angeles,6737.92,CAD,shipped,W003,26
O00003962,C04177,2025-07-07 11:33:02,Asia/Singapore,6811.27,GBP,placed,W004,0
O00003963,C03365,2025-05-04 13:48:48,Europe/Berlin,9646.74,CAD,delivered,W007,5
O00003964,C04166,2025-07-04 05:56:44,Asia/Kolkata,2478.76,EUR,placed,W005,16
O00003965,C03882,2024-11-20 08:47:37,UTC,2923.32,EUR,shipped,W008,4
O00003966,C00365,2025-07-10 00:26:58,America/Los_Angeles,771223.52,JPY,shipped,W006,13
O00003967,C02378,2024-12-29 03:04:31,America/New_York,7706.5,CAD,delivered,W003,0
O00003968,C04522,2025-04-22 02:23:20,America/New_York,1116774.17,INR,delivered,W002,14
O00003969,C00459,2024-12-20 11:32:18,Asia/Kolkata,6448.54,GBP,delivered,W006,18
O00003970,C01808,2024-08-13 12:57:26,UTC,4560.16,AUD,placed,W001,16
O00003971,C02821,2024-11-28 10:56:30,Asia/Kolkata,2938.98,USD,delivered,W001,5
O00003972,C04021,2024-11-28 06:05:49,America/New_York,1860.0,CAD,delivered,W003,4
O00003973,C02591,2024-12-16 04:38:00,America/New_York,555247.07,JPY,placed,W003,4
O00003974,C04049,2025-07-30 02:58:31,America/New_York,2409.5,GBP,delivered,W008,15
O00003975,C02845,2024-10-19 20:55:28,Europe/Berlin,10274.78,CAD,returned,W008,15
O00003976,C04578,2024-09-15 09:59:06,America/Los_Angeles,2534.29,GBP,delivered,W008,8
O00003977,C03720,2024-08-20 09:20:54,UTC,3659.93,AUD,delivered,W007,13
O00003978,C02064,2024-10-17 09:10:06,UTC,4978.48,GBP,shipped,W004,13
O00003979,C04450,2025-04-30 03:46:35,America/Los_Angeles,590963.32,INR,shipped,W001,0
O00003980,C03898,2024-12-10 07:31:28,America/New_York,29893.32,INR,delivered,W001,22
O00003981,C03653,2024-10-01 23:19:36,Asia/Kolkata,3938.96,AUD,delivered,W008,9
O00003982,C02075,2025-05-19 16:27:34,Asia/Singapore,12340.1,EUR,delivered,W005,2
O00003983,C03232,2024-09-06 23:43:06,America/New_York,6245.4,USD,shipped,W006,8
O00003984,C03860,2025-03-22 20:03:20,Europe/London,10454.72,USD,shipped,W006,0
O00003985,C01261,2025-05-25 03:58:01,Europe/Berlin,1949.0,AUD,returned,W005,13
O00003986,C01548,2024-10-03 08:40:40,Europe/London,7651.48,GBP,delivered,W007,35
O00003987,C02111,2025-06-17 08:02:12,UTC,3721.16,EUR,shipped,W008,0
O00003988,C01174,2025-04-27 14:43:49,America/New_York,164823.34,INR,delivered,W005,11
O00003989,C03208,2025-07-04 09:31:30,Europe/Berlin,8781.6,CAD,delivered,W003,12
O00003990,C00871,2025-01-10 06:18:36,Asia/Singapore,818786.77,JPY,delivered,W006,13
O00003991,C02271,2024-08-20 03:07:43,Europe/London,2942511.76,JPY,placed,W003,22
O00003992,C02128,2025-03-03 04:09:10,America/Los_Angeles,10108.23,EUR,delivered,W006,20
O00003993,C04165,2024-10-11 22:33:23,Europe/Berlin,19318.34,INR,delivered,W001,10
O00003994,C04775,2024-12-07 09:51:29,UTC,13.97,AUD,placed,W004,11
O00003995,C02025,2024-11-14 19:23:54,Europe/London,7781.67,INR,placed,W008,21
O00003996,C04874,2025-04-05 10:34:58,UTC,2329.8,GBP,delivered,W003,0
O00003997,C03276,2024-12-24 05:09:49,Asia/Kolkata,21934.42,AUD,delivered,W003,17
O00003998,C00299,2025-04-26 09:11:28,Asia/Kolkata,12635.91,USD,shipped,W006,9
O00003999,C04450,2025-03-18 12:42:12,America/Los_Angeles,1858.77,EUR,cancelled,W005,9
O00004000,C04306,2025-06-05 04:59:40,Asia/Singapore,4823.17,EUR,delivered,W008,20
O00004001,C04867,2025-02-02 10:52:23,America/New_York,2131.68,GBP,delivered,W005,12
O00004002,C00667,2024-11-17 02:26:16,Europe/London,61.65,AUD,delivered,W002,0
O00004003,C02138,2024-10-01 04:27:39,Europe/London,13551.53,CAD,delivered,W006,0
O00004004,C04213,2025-06-04 02:29:44,UTC,1489552.92,JPY,cancelled,W004,0
O00004005,C04304,2025-03-17 13:20:22,America/Los_Angeles,9157.38,GBP,delivered,W001,21
O00004006,C00281,2025-05-04 10:13:43,UTC,19257.9,CAD,delivered,W001,16
O00004007,C03960,2025-07-29 19:21:49,Asia/Singapore,946257.49,INR,delivered,W004,23
O00004008,C01881,2025-04-10 23:18:03,Europe/Berlin,3562.89,USD,shipped,W002,7
O00004009,C02680,2024-08-18 23:35:23,Europe/London,762.22,USD,delivered,W001,17
O00004010,C03315,2025-06-26 14:46:02,Asia/Singapore,1154.66,GBP,delivered,W001,6
O00004011,C01088,2025-02-18 01:36:31,Europe/Berlin,1036.92,GBP,delivered,W006,0
O00004012,C02444,2024-10-23 17:25:12,Asia/Kolkata,33864.71,JPY,delivered,W006,23
O00004013,C03898,2025-01-21 03:35:21,America/New_York,195872.5,INR,delivered,W008,14
O00004014,C03636,2025-02-05 10:45:14,Europe/London,30932.86,AUD,delivered,W003,0
O00004015,C00757,2024-10-05 21:48:44,UTC,12299.37,AUD,delivered,W003,22
O00004016,C01380,2025-05-13 08:37:44,America/Los_Angeles,350625.0,JPY,delivered,W001,19
O00004017,C02314,2024-09-14 05:15:13,Asia/Kolkata,3008.69,EUR,delivered,W004,21
O00004018,C01504,2024-11-18 21:09:38,UTC,1203.93,EUR,delivered,W001,23
O00004019,C04891,2024-10-15 20:51:04,UTC,6092.13,AUD,delivered,W004,5
O00004020,C04203,2025-08-06 16:52:48,America/Los_Angeles,111711.66,INR,shipped,W007,16
O00004021,C02826,2024-09-20 18:28:51,Europe/London,477822.51,INR,delivered,W006,9
O00004022,C03969,2025-01-29 00:52:18,Europe/London,4325.88,USD,delivered,W002,17
O00004023,C04697,2024-11-07 21:54:23,Asia/Kolkata,11392.9,EUR,shipped,W003,15
O00004024,C04616,2024-08-30 00:22:21,America/Los_Angeles,8759.67,AUD,delivered,W004,23
O00004025,C02563,2024-09-21 03:59:20,Europe/London,1672.0,AUD,delivered,W001,15
O00004026,C02295,2025-04-15 03:08:48,Europe/Berlin,5383.49,USD,delivered,W001,0
O00004027,C00404,2025-01-27 00:39:11,UTC,7372.51,GBP,delivered,W007,24
O00004028,C02515,2025-07-26 10:01:55,America/New_York,732757.51,INR,shipped,W002,12
O00004029,C04660,2024-12-05 16:08:43,America/Los_Angeles,33293.32,INR,delivered,W001,11
O00004030,C03421,2025-03-14 13:38:52,America/New_York,10706.31,EUR,shipped,W006,8
O00004031,C04204,2024-10-19 08:10:05,America/New_York,518.0,AUD,shipped,W005,12
O00004032,C02889,2025-01-25 18:07:47,America/New_York,3840.04,USD,delivered,W002,5
O00004033,C04343,2025-03-02 13:42:06,UTC,284390.01,INR,delivered,W004,34
O00004034,C03289,2025-02-19 10:46:04,Asia/Singapore,1557424.15,INR,delivered,W002,41
O00004035,C00955,2024-08-13 23:20:15,Asia/Singapore,3263.09,USD,returned,W004,16
O00004036,C02590,2025-03-10 03:10:30,America/New_York,12545.5,GBP,delivered,W007,4
O00004037,C00736,2024-09-24 03:27:51,Europe/Berlin,18427.36,CAD,delivered,W008,2
O00004038,C04279,2025-01-28 03:07:47,America/New_York,523598.32,INR,delivered,W001,5
O00004039,C01305,2024-08-18 04:22:49,America/New_York,12726.82,CAD,delivered,W008,0
O00004040,C03605,2025-05-29 13:17:29,America/New_York,6563.91,AUD,shipped,W006,11
O00004041,C03312,2024-10-12 16:26:56,Europe/Berlin,1438823.54,JPY,cancelled,W004,18
O00004042,C01875,2025-06-10 03:14:14,America/New_York,2206.9,EUR,delivered,W006,14
O00004043,C04190,2024-10-16 16:53:20,Asia/Singapore,12901.99,AUD,shipped,W002,0
O00004044,C03370,2025-04-25 03:53:07,UTC,8034.93,GBP,shipped,W004,10
O00004045,C03855,2024-11-22 09:00:50,America/New_York,1290256.65,INR,delivered,W005,12
O00004046,C03510,2024-12-28 04:26:34,Asia/Kolkata,607235.85,INR,returned,W001,21
O00004047,C00717,2025-07-17 03:05:03,Europe/London,10825.0,INR,delivered,W007,5
O00004048,C03882,2025-05-21 18:15:44,UTC,2729745.58,JPY,placed,W001,0
O00004049,C00514,2025-07-01 13:01:11,Asia/Kolkata,413544.12,JPY,shipped,W001,16
O00004050,C04970,2025-02-20 20:39:01,Europe/Berlin,15856.27,USD,delivered,W005,0
O00004051,C01159,2025-06-29 14:46:36,Europe/London,1468.12,EUR,delivered,W006,12
O00004052,C02816,2025-03-07 23:52:50,Europe/Berlin,956636.76,JPY,delivered,W002,9
O00004053,C00699,2025-04-02 05:50:09,America/New_York,9835.06,AUD,shipped,W004,0
O00004054,C01399,2024-12-23 10:54:58,America/New_York,14600.85,AUD,delivered,W001,19
O00004055,C03975,2025-05-03 18:01:55,Europe/London,3509.57,EUR,delivered,W007,9
O00004056,C02698,2025-05-05 15:59:55,Asia/Kolkata,2869.04,GBP,delivered,W006,5
O00004057,C02045,2025-06-13 11:27:56,America/New_York,245566.65,INR,delivered,W007,0
O00004058,C02252,2025-02-28 00:13:46,UTC,12494.87,USD,delivered,W008,26
O00004059,C04439,2024-09-06 13:43:39,Europe/Berlin,207486.76,JPY,shipped,W007,13
O00004060,C02414,2025-05-05 20:21:48,America/Los_Angeles,1294869.15,INR,delivered,W006,24
O00004061,C04311,2024-11-27 01:06:45,Europe/London,14985.58,EUR,delivered,W001,14
O00004062,C01294,2025-06-30 08:48:22,UTC,2205125.0,JPY,delivered,W005,7
O00004063,C00867,2025-01-14 23:49:05,America/Los_Angeles,22249.2,CAD,delivered,W006,22
O00004064,C02403,2025-01-05 21:55:45,UTC,3394.16,GBP,delivered,W001,15
O00004065,C00010,2024-10-01 21:55:10,UTC,6756.55,USD,delivered,W003,5
O00004066,C04512,2025-03-19 22:40:44,UTC,12878.5,GBP,shipped,W007,10
O00004067,C01373,2025-01-10 19:47:30,America/New_York,5891.45,CAD,shipped,W001,3
O00004068,C04469,2024-12-30 19:34:12,UTC,7938.15,GBP,shipped,W008,15
O00004069,C02977,2024-08-15 19:59:23,Asia/Singapore,14973.28,GBP,delivered,W006,25
O00004070,C00466,2024-11-28 16:40:57,Europe/Berlin,11770.13,EUR,delivered,W002,15
O00004071,C04458,2025-04-20 07:39:44,Asia/Singapore,14314.46,AUD,shipped,W004,0
O00004072,C01395,2025-04-11 05:36:44,Europe/London,6510.34,EUR,cancelled,W003,18
O00004073,C00022,2025-08-07 08:51:46,Asia/Singapore,17606.63,CAD,shipped,W006,5
O00004074,C04483,2024-08-15 18:43:51,Asia/Kolkata,1219083.84,JPY,shipped,W008,0
O00004075,C02301,2025-02-25 08:30:58,Europe/Berlin,17680.44,GBP,shipped,W005,0
O00004076,C00516,2025-07-15 10:30:21,America/New_York,5307.33,USD,delivered,W006,11
O00004077,C04106,2025-02-14 03:16:32,Europe/Berlin,487714.7,JPY,delivered,W003,0
O00004078,C00200,2024-10-31 14:52:20,Europe/London,3591.98,CAD,shipped,W002,5
O00004079,C00737,2024-10-04 11:52:13,America/New_York,8132.52,USD,returned,W001,18
O00004080,C04744,2024-10-11 07:02:54,Europe/Berlin,23580.87,CAD,delivered,W001,22
O00004081,C02068,2024-10-29 04:07:44,America/New_York,6675.57,GBP,shipped,W008,8
O00004082,C03565,2024-10-20 03:58:16,Europe/London,11229.22,CAD,delivered,W004,1
O00004083,C04242,2025-02-05 23:16:29,Asia/Singapore,5991.43,USD,delivered,W007,10
O00004084,C00224,2025-08-08 05:49:11,America/New_York,2553.36,USD,delivered,W002,19
O00004085,C02656,2024-12-23 14:12:38,Asia/Kolkata,11242.6,USD,delivered,W008,14
O00004086,C00647,2024-09-23 15:31:16,Asia/Kolkata,10972.23,CAD,delivered,W004,16
O00004087,C03515,2025-07-13 21:41:57,Europe/London,6956.07,USD,delivered,W004,5
O00004088,C00554,2024-11-01 22:50:35,Asia/Kolkata,1830.04,AUD,shipped,W008,16
O00004089,C02506,2024-09-16 17:36:55,America/Los_Angeles,9503.86,GBP,cancelled,W004,0
O00004090,C03307,2024-10-23 16:41:02,Europe/Berlin,4352.93,GBP,shipped,W005,5
O00004091,C04640,2024-09-04 08:19:52,Asia/Kolkata,8506.28,USD,delivered,W005,4
O00004092,C03759,2024-12-10 17:02:59,Europe/Berlin,5970.27,AUD,shipped,W005,25
O00004093,C02373,2025-04-10 07:27:56,America/New_York,2877125.0,JPY,shipped,W001,24
O00004094,C01255,2025-01-21 03:16:03,America/New_York,2006861.77,JPY,shipped,W002,14
O00004095,C01859,2024-08-14 01:45:00,Europe/London,1738817.64,JPY,shipped,W004,22
O00004096,C03900,2025-05-06 23:53:25,America/Los_Angeles,920872.07,JPY,shipped,W006,9
O00004097,C03975,2025-03-09 07:45:45,Europe/London,12916.82,CAD,delivered,W002,32
O00004098,C01063,2025-01-03 18:51:04,Europe/London,325.56,CAD,delivered,W003,11
O00004099,C00818,2025-08-02 08:52:06,America/New_York,7370.44,CAD,shipped,W002,8
O00004100,C03026,2025-03-30 17:43:55,America/New_York,510.63,GBP,delivered,W007,14
O00004101,C01307,2024-09-12 23:55:14,America/New_York,4175.98,AUD,delivered,W004,0
O00004102,C01458,2024-10-27 21:17:09,America/Los_Angeles,157964.71,JPY,cancelled,W002,5
O00004103,C00586,2025-06-05 10:06:00,America/Los_Angeles,13670.06,AUD,delivered,W004,25
O00004104,C03658,2025-01-27 07:12:17,Asia/Singapore,568701.67,INR,delivered,W002,13
O00004105,C02267,2025-01-15 01:25:10,Europe/Berlin,9986.45,AUD,delivered,W001,1
O00004106,C02323,2025-04-01 21:04:56,Asia/Singapore,33199.29,AUD,delivered,W004,2
O00004107,C01500,2025-02-28 22:27:30,Europe/Berlin,233.72,AUD,delivered,W007,8
O00004108,C01307,2025-03-01 22:07:47,America/New_York,7913.14,EUR,cancelled,W001,15
O00004109,C02628,2024-09-03 01:28:32,UTC,10187.28,AUD,placed,W006,20
O00004110,C01656,2025-01-17 11:57:45,Europe/London,31645.0,CAD,shipped,W004,3
O00004111,C02005,2025-01-12 05:52:51,America/New_York,6708.52,GBP,delivered,W008,9
O00004112,C04382,2025-03-22 17:13:13,Europe/Berlin,3024.44,AUD,delivered,W002,9
O00004113,C04671,2025-08-10 22:38:54,Europe/London,7079.35,EUR,returned,W005,27
O00004114,C03755,2025-02-16 07:16:53,America/New_York,4940.0,AUD,delivered,W007,29
O00004115,C00922,2024-12-13 10:10:11,Asia/Kolkata,581570.0,INR,shipped,W008,3
O00004116,C03912,2024-12-19 02:47:50,UTC,2586.62,AUD,cancelled,W003,32
O00004117,C02670,2024-10-10 02:33:24,Europe/London,2491.29,EUR,shipped,W001,23
O00004118,C04699,2024-12-21 18:49:27,America/New_York,10542.12,EUR,cancelled,W004,17
O00004119,C01818,2024-09-16 18:14:36,UTC,4842.44,AUD,shipped,W006,14
O00004120,C01069,2024-09-30 16:15:03,Europe/Berlin,419904.99,INR,delivered,W001,16
O00004121,C04127,2025-08-06 00:24:22,Asia/Kolkata,6283.53,AUD,returned,W001,16
O00004122,C00384,2025-04-26 12:40:58,America/New_York,23972.08,AUD,delivered,W008,7
O00004123,C00429,2025-01-22 02:58:34,Europe/London,3272.52,USD,shipped,W001,0
O00004124,C02160,2025-08-08 21:18:11,America/New_York,140076.47,JPY,cancelled,W005,24
O00004125,C04576,2024-11-17 10:26:26,UTC,1671.11,AUD,delivered,W004,26
O00004126,C03778,2025-07-09 07:16:56,Europe/Berlin,4354.6,EUR,shipped,W003,14
O00004127,C02902,2025-06-05 14:25:30,Asia/Kolkata,3198.05,EUR,delivered,W008,9
O00004128,C00343,2025-06-18 11:57:53,America/Los_Angeles,5097.65,USD,delivered,W007,5
O00004129,C00015,2025-03-26 22:02:45,Asia/Singapore,9652.66,CAD,shipped,W001,26
O00004130,C00897,2025-04-18 13:24:57,America/Los_Angeles,8068.58,USD,shipped,W003,16
O00004131,C00644,2025-06-11 23:46:07,Europe/Berlin,13002.97,CAD,delivered,W002,8
O00004132,C02946,2025-02-25 11:39:23,Europe/London,734535.29,JPY,cancelled,W006,19
O00004133,C01488,2024-12-19 00:36:35,Europe/London,627890.0,INR,shipped,W005,24
O00004134,C02392,2025-03-15 23:50:23,America/New_York,162.09,EUR,shipped,W008,29
O00004135,C00369,2025-08-05 01:06:46,America/New_York,632266.66,INR,placed,W001,0
O00004136,C00613,2025-05-13 17:13:58,UTC,59107.5,INR,cancelled,W005,25
O00004137,C00921,2025-04-06 23:13:36,Asia/Kolkata,301734.99,INR,delivered,W001,6
O00004138,C00866,2024-12-08 19:44:13,Asia/Kolkata,4414.32,AUD,shipped,W003,21
O00004139,C01629,2024-09-08 11:34:59,Asia/Singapore,7192.48,CAD,shipped,W006,17
