product_id,name,category_id,supplier_id,price_usd,currency,created_at
P00358,Product 358 tough,12,S0032,1586.35,JPY,2025-04-22 00:01:56
P00359,Product 359 teach,1,S0033,1764.66,GBP,2024-07-03 07:14:29
P00360,Product 360 husband,6,S0015,158.79,AUD,2024-12-10 16:42:29
P00361,Product 361 cut,9,S0014,304.73,EUR,2025-03-22 12:21:38
P00362,Product 362 morning,12,S0039,1436.02,USD,2024-04-12 19:49:05
P00363,Product 363 television,22,S0015,832.15,INR,2025-07-19 02:00:39
P00364,Product 364 those,24,S0008,965.63,GBP,2025-02-11 05:09:08
P00365,Product 365 all,16,S0014,1183.63,AUD,2025-07-23 08:34:03
P00366,Product 366 more,14,S0002,491.12,EUR,2024-12-09 15:46:18
P00367,Product 367 thus,19,S0038,326.45,AUD,2025-01-22 20:12:28
P00368,Product 368 detail,17,S0003,1782.14,EUR,2024-07-01 01:32:08
P00369,Product 369 hot,2,S0011,520.23,EUR,2024-12-29 11:54:56
P00370,Product 370 parent,17,S0026,1200.72,JPY,2024-11-10 07:44:57
P00371,Product 371 happen,21,S0002,1757.63,AUD,2025-04-21 01:31:50
P00372,Product 372 total,22,S0019,1894.77,EUR,2024-05-30 18:38:45
P00373,Product 373 impact,15,S0039,1985.59,CAD,2024-02-09 13:51:26
P00374,Product 374 artist,16,S0011,442.63,GBP,2023-08-28 07:34:12
P00375,Product 375 line,20,S0010,1590.26,CAD,2023-11-06 12:30:15
P00376,Product 376 soldier,25,S0012,1248.31,JPY,2024-02-10 09:41:56
P00377,Product 377 stay,9,S0011,1449.75,INR,2023-10-05 05:15:27
P00378,Product 378 treat,15,S0039,1183.24,EUR,2023-11-14 18:40:13
P00379,Product 379 wish,13,S0025,268.77,USD,2024-12-15 17:38:25
P00380,Product 380 start,7,S0034,1719.89,JPY,2024-10-05 13:15:57
P00381,Product 381 project,22,S0027,1653.9,JPY,2024-12-20 13:23:05
P00382,Product 382 rest,4,S0012,954.36,JPY,2024-05-31 22:12:00
P00383,Product 383 rest,20,S0003,1756.12,JPY,2024-01-08 18:09:27
P00384,Product 384 could,17,S0049,239.45,GBP,2023-09-15 23:24:13
P00385,Product 385 miss,22,S0009,1804.46,JPY,2023-12-28 21:29:40
P00386,Product 386 special,1,S0050,1358.73,GBP,2025-05-25 09:57:17
P00387,Product 387 security,17,S0027,743.9,USD,2025-02-23 17:05:42
P00388,Product 388 increase,23,S0034,860.77,CAD,2023-10-10 00:22:13
P00389,Product 389 office,16,S0050,765.57,JPY,2024-01-16 19:52:03
P00390,Product 390 site,24,S0049,1675.2,JPY,2024-12-25 01:33:10
P00391,Product 391 civil,4,S0028,272.1,GBP,2023-09-13 14:04:02
P00392,Product 392 through,25,S0015,1820.62,USD,2025-07-13 17:02:33
P00393,Product 393 serve,10,S0039,1754.15,GBP,2023-09-26 02:25:14
P00394,Product 394 usually,9,S0013,15.91,AUD,2024-11-16 23:18:48
P00395,Product 395 wall,1,S0037,1047.47,JPY,2024-08-23 23:12:38
P00396,Product 396 girl,1,S0025,1310.82,AUD,2025-05-13 12:02:26
P00397,Product 397 rather,11,S0027,727.73,EUR,2025-07-05 16:20:06
P00398,Product 398 clearly,14,S0042,1172.81,INR,2025-05-10 11:15:05
P00399,Product 399 dream,18,S0028,1131.52,JPY,2023-12-14 21:55:26
P00400,Product 400 national,9,S0044,797.92,EUR,2023-11-24 17:11:07
P00401,Product 401 laugh,14,S0036,1568.66,GBP,2024-10-24 17:06:50
P00402,Product 402 light,6,S0024,1120.39,GBP,2024-06-03 17:09:30
P00403,Product 403 some,9,S0020,1157.41,CAD,2025-01-05 22:13:04
P00404,Product 404 her,23,S0026,1472.89,CAD,2023-10-24 08:29:50
P00405,Product 405 ability,22,S0008,1496.89,GBP,2024-01-27 13:44:51
P00406,Product 406 rest,23,S0011,205.06,JPY,2024-01-29 01:35:33
P00407,Product 407 material,13,S0022,1602.7,JPY,2024-06-17 21:46:57
P00408,Product 408 million,23,S0044,1415.05,EUR,2024-12-16 03:19:05
P00409,Product 409 particularly,13,S0041,15.55,USD,2024-04-28 15:39:51
P00410,Product 410 education,5,S0031,1852.09,GBP,2023-12-17 05:59:36
P00411,Product 411 cold,3,S0005,529.87,INR,2023-10-12 05:25:47
P00412,Product 412 under,3,S0039,80.32,GBP,2025-07-05 22:58:25
P00413,Product 413 last,13,S0040,1314.07,INR,2024-10-31 08:18:05
P00414,Product 414 hot,23,S0039,119.64,CAD,2025-05-10 11:51:39
P00415,Product 415 central,6,S0041,991.26,USD,2023-12-07 14:53:15
P00416,Product 416 discussion,7,S0043,1861.86,JPY,2024-03-27 16:14:08
P00417,Product 417 far,10,S0013,72.05,JPY,2023-09-08 00:41:23
P00418,Product 418 arrive,17,S0034,1398.41,JPY,2024-06-03 21:02:50
P00419,Product 419 effort,6,S0044,76.94,EUR,2023-09-24 15:02:24
P00420,Product 420 look,21,S0001,1951.41,USD,2024-06-07 10:53:10
P00421,Product 421 information,9,S0050,801.87,AUD,2024-07-18 21:50:57
P00422,Product 422 include,13,S0026,1174.23,JPY,2025-03-08 01:20:30
P00423,Product 423 work,1,S0048,1408.73,USD,2024-03-10 07:49:32
P00424,Product 424 buy,18,S0019,1453.65,JPY,2024-12-10 05:57:01
P00425,Product 425 not,19,S0023,698.21,CAD,2024-05-23 15:35:13
P00426,Product 426 night,9,S0015,1214.69,EUR,2023-09-16 12:46:10
P00427,Product 427 thousand,15,S0026,1151.94,INR,2023-09-18 01:45:01
P00428,Product 428 teach,6,S0027,1014.95,JPY,2024-06-13 01:19:16
P00429,Product 429 degree,3,S0033,592.03,USD,2024-01-09 16:38:33
P00430,Product 430 evening,17,S0017,1752.85,CAD,2024-03-17 10:30:47
P00431,Product 431 show,19,S0017,1389.91,GBP,2023-11-11 20:12:05
P00432,Product 432 usually,19,S0031,1541.08,CAD,2025-02-19 02:35:55
P00433,Product 433 quite,11,S0050,920.4,GBP,2025-07-16 08:37:55
P00434,Product 434 hear,19,S0002,966.53,INR,2023-09-03 07:48:23
P00435,Product 435 lose,3,S0025,1269.16,EUR,2023-11-30 20:28:04
P00436,Product 436 then,22,S0045,463.71,INR,2025-05-28 11:40:22
P00437,Product 437 eat,14,S0023,1035.43,USD,2024-08-29 07:45:20
P00438,Product 438 sport,23,S0017,500.27,USD,2024-07-19 07:25:49
P00439,Product 439 record,13,S0044,1498.83,INR,2024-05-11 22:01:08
P00440,Product 440 hit,3,S0036,1863.14,GBP,2025-04-09 15:02:45
P00441,Product 441 soon,11,S0023,441.04,JPY,2025-04-22 02:19:30
P00442,Product 442 west,9,S0012,1894.5,AUD,2024-02-03 22:58:09
P00443,Product 443 admit,7,S0032,1475.54,EUR,2023-09-15 02:35:45
P00444,Product 444 various,24,S0016,1746.12,EUR,2024-11-10 17:20:22
P00445,Product 445 firm,8,S0013,1670.71,CAD,2025-07-08 19:58:18
P00446,Product 446 political,20,S0023,316.21,USD,2025-03-08 22:07:50
P00447,Product 447 notice,4,S0006,1353.25,AUD,2025-06-08 22:56:00
P00448,Product 448 player,16,S0040,18.21,CAD,2025-03-02 02:49:58
P00449,Product 449 bill,18,S0003,1696.78,INR,2025-05-23 19:52:53
P00450,Product 450 catch,20,S0021,987.22,JPY,2024-04-30 17:37:30
P00451,Product 451 candidate,9,S0032,369.83,CAD,2024-10-28 17:00:16
P00452,Product 452 season,17,S0018,798.77,CAD,2025-03-17 01:01:13
P00453,Product 453 really,19,S0009,113.03,CAD,2025-05-14 14:22:55
P00454,Product 454 hour,14,S0031,1879.61,USD,2023-11-29 11:13:58
P00455,Product 455 religious,17,S0023,790.47,AUD,2024-11-01 06:16:25
P00456,Product 456 history,25,S0012,917.11,USD,2025-05-16 09:50:58
P00457,Product 457 group,23,S0034,922.84,AUD,2024-06-01 01:43:14
P00458,Product 458 citizen,1,S0001,1349.84,GBP,2023-10-18 14:55:45
P00459,Product 459 bit,19,S0007,654.25,JPY,2023-09-01 12:59:41
P00460,Product 460 expect,9,S0012,1099.38,EUR,2024-02-10 07:31:55
P00461,Product 461 clearly,9,S0031,1917.26,INR,2025-05-05 21:06:17
P00462,Product 462 always,12,S0012,1000.05,EUR,2023-09-26 05:50:55
P00463,Product 463 stuff,14,S0045,1505.63,INR,2024-02-21 06:46:11
P00464,Product 464 tonight,13,S0018,904.2,JPY,2024-07-25 11:13:14
P00465,Product 465 law,5,S0037,1373.59,CAD,2025-08-04 20:04:38
P00466,Product 466 form,4,S0047,543.55,EUR,2023-11-07 05:57:39
P00467,Product 467 carry,18,S0028,1713.34,EUR,2024-07-20 11:40:51
P00468,Product 468 nice,5,S0048,303.35,CAD,2024-12-16 15:08:14
P00469,Product 469 top,1,S0012,845.93,EUR,2024-11-03 20:30:20
P00470,Product 470 great,21,S0034,1070.3,INR,2025-04-04 09:00:42
P00471,Product 471 find,16,S0020,505.69,CAD,2024-03-13 11:26:55
P00472,Product 472 age,19,S0004,799.81,AUD,2024-06-28 09:13:44
P00473,Product 473 traditional,6,S0004,434.86,INR,2025-01-16 05:44:14
P00474,Product 474 concern,16,S0041,197.12,AUD,2025-01-27 04:24:50
P00475,Product 475 listen,11,S0017,725.12,JPY,2023-10-09 01:33:06
P00476,Product 476 general,18,S0017,691.56,GBP,2025-03-21 00:41:20
P00477,Product 477 detail,4,S0023,1735.4,JPY,2024-12-07 09:19:04
P00478,Product 478 full,7,S0037,1153.91,AUD,2025-05-03 11:16:21
P00479,Product 479 lose,18,S0012,1958.85,INR,2025-01-29 23:47:24
P00480,Product 480 onto,12,S0021,1348.02,GBP,2025-02-07 10:30:01
P00481,Product 481 medical,25,S0048,896.63,USD,2024-11-22 04:00:54
P00482,Product 482 grow,13,S0040,576.61,AUD,2024-01-30 10:37:39
P00483,Product 483 admit,5,S0011,1282.96,INR,2024-02-17 04:07:12
P00484,Product 484 upon,14,S0041,1226.56,GBP,2024-09-25 01:04:10
P00485,Product 485 though,3,S0006,328.19,EUR,2024-12-24 16:28:18
P00486,Product 486 recently,11,S0021,1307.76,AUD,2025-02-11 07:48:25
P00487,Product 487 pick,9,S0039,1291.07,INR,2024-09-29 18:40:42
P00488,Product 488 any,15,S0050,1726.3,INR,2024-12-26 02:25:51
P00489,Product 489 tell,24,S0038,1044.27,GBP,2025-04-18 19:13:50
P00490,Product 490 her,14,S0011,371.85,USD,2023-09-29 23:26:23
P00491,Product 491 financial,5,S0047,473.08,INR,2023-10-30 00:45:10
P00492,Product 492 least,24,S0045,1500.73,EUR,2024-09-17 12:28:40
P00493,Product 493 officer,6,S0026,210.5,USD,2023-10-04 02:29:56
P00494,Product 494 low,16,S0036,112.38,CAD,2023-10-29 19:42:36
P00495,Product 495 current,13,S0034,1531.17,USD,2023-11-28 01:07:06
P00496,Product 496 wind,4,S0017,1238.11,USD,2025-05-29 03:37:20
P00497,Product 497 than,21,S0025,622.19,EUR,2024-06-28 17:54:22
P00498,Product 498 write,24,S0019,889.11,EUR,2024-12-01 00:26:29
P00499,Product 499 will,5,S0034,1677.84,USD,2024-01-19 04:19:53
P00500,Product 500 future,2,S0043,716.9,INR,2024-02-11 08:57:57
P00501,Product 501 sing,16,S0030,1950.09,JPY,2025-02-11 02:21:49
P00502,Product 502 such,9,S0036,892.47,AUD,2023-11-18 03:31:46
P00503,Product 503 happen,18,S0012,1183.71,GBP,2025-02-25 16:03:36
P00504,Product 504 benefit,21,S0048,1273.52,JPY,2024-01-16 22:11:46
P00505,Product 505 phone,14,S0034,1281.37,JPY,2024-03-03 16:35:25
P00506,Product 506 she,10,S0023,965.9,EUR,2025-03-16 03:58:49
P00507,Product 507 participant,3,S0029,619.2,GBP,2023-09-08 17:44:48
P00508,Product 508 home,9,S0010,610.63,USD,2024-08-22 08:42:33
P00509,Product 509 ready,17,S0049,1696.65,INR,2025-05-12 04:53:55
P00510,Product 510 seven,10,S0031,1072.52,AUD,2024-05-24 08:16:15
P00511,Product 511 health,16,S0049,956.75,USD,2023-11-04 16:52:57
P00512,Product 512 line,25,S0028,1596.94,JPY,2025-07-08 12:44:52
P00513,Product 513 pressure,8,S0001,1098.68,EUR,2024-01-25 11:41:38
P00514,Product 514 meeting,14,S0036,877.03,EUR,2025-05-08 08:58:56
P00515,Product 515 allow,6,S0046,1475.55,GBP,2023-10-28 01:35:02
P00516,Product 516 Democrat,13,S0015,529.65,GBP,2024-06-02 11:14:37
P00517,Product 517 remember,21,S0016,1035.64,CAD,2024-11-25 02:42:27
P00518,Product 518 must,20,S0045,1370.86,INR,2024-05-04 03:02:06
P00519,Product 519 more,21,S0048,1066.23,INR,2023-12-02 01:48:22
P00520,Product 520 modern,14,S0013,1707.7,EUR,2025-04-09 03:56:38
P00521,Product 521 partner,5,S0019,225.16,GBP,2024-01-07 19:12:31
P00522,Product 522 Democrat,20,S0029,547.91,JPY,2024-11-13 16:26:28
P00523,Product 523 make,16,S0013,644.68,EUR,2024-11-11 16:54:59
P00524,Product 524 success,2,S0035,49.15,USD,2025-03-05 06:27:41
P00525,Product 525 piece,10,S0018,254.45,GBP,2025-03-30 07:28:37
P00526,Product 526 car,24,S0001,469.46,EUR,2023-09-23 01:47:14
P00527,Product 527 next,1,S0032,438.29,GBP,2023-12-03 20:11:23
P00528,Product 528 produce,10,S0032,1995.94,GBP,2024-05-30 14:07:33
P00529,Product 529 say,23,S0003,663.85,CAD,2024-07-03 06:06:25
P00530,Product 530 middle,25,S0010,116.8,CAD,2024-06-30 01:30:00
P00531,Product 531 pull,13,S0005,1088.67,EUR,2023-11-22 05:56:33
P00532,Product 532 pull,7,S0017,1635.42,CAD,2023-12-08 04:19:01
P00533,Product 533 bank,1,S0008,1949.32,AUD,2024-06-02 21:24:12
P00534,Product 534 light,8,S0025,1543.59,GBP,2024-04-08 19:23:38
P00535,Product 535 capital,8,S0048,1989.1,EUR,2024-06-12 23:28:09
P00536,Product 536 attorney,15,S0048,1543.14,JPY,2025-06-24 09:50:18
P00537,Product 537 news,22,S0014,948.29,AUD,2025-05-09 00:10:31
P00538,Product 538 threat,10,S0021,321.43,AUD,2025-04-17 15:32:26
P00539,Product 539 election,2,S0048,1875.15,JPY,2023-11-21 00:20:42
P00540,Product 540 investment,4,S0017,965.05,INR,2024-10-05 05:40:32
P00541,Product 541 summer,7,S0024,1775.6,CAD,2023-08-21 22:55:24
P00542,Product 542 performance,22,S0014,1946.68,EUR,2024-05-30 03:34:11
P00543,Product 543 idea,21,S0028,652.4,EUR,2025-06-03 04:51:48
P00544,Product 544 future,9,S0038,243.7,CAD,2025-03-25 11:49:21
P00545,Product 545 here,8,S0001,1937.83,JPY,2024-02-03 19:03:50
P00546,Product 546 notice,23,S0031,1378.37,EUR,2024-03-04 13:03:27
P00547,Product 547 attention,12,S0050,183.51,EUR,2025-04-05 05:01:30
P00548,Product 548 interview,16,S0006,1373.46,INR,2024-09-10 16:09:33
P00549,Product 549 add,25,S0041,124.8,INR,2024-05-21 18:59:47
P00550,Product 550 how,21,S0010,1404.15,CAD,2024-03-04 14:34:46
P00551,Product 551 worker,4,S0009,978.25,INR,2024-07-06 03:48:48
P00552,Product 552 time,18,S0042,1514.61,CAD,2025-06-02 04:42:59
P00553,Product 553 traditional,15,S0047,389.97,AUD,2025-01-03 20:43:13
P00554,Product 554 hundred,13,S0023,1450.18,INR,2024-12-09 08:48:46
P00555,Product 555 nice,2,S0032,1414.72,JPY,2023-12-12 21:22:09
P00556,Product 556 hear,10,S0035,1395.59,EUR,2024-05-28 09:08:33
P00557,Product 557 there,19,S0012,1089.52,INR,2024-11-10 09:17:57
P00558,Product 558 phone,24,S0030,554.27,CAD,2023-09-30 03:31:51
P00559,Product 559 mean,20,S0036,324.89,JPY,2023-12-14 12:22:16
P00560,Product 560 scene,5,S0029,594.87,INR,2024-10-13 04:16:22
P00561,Product 561 head,18,S0024,910.89,CAD,2024-08-01 20:29:30
P00562,Product 562 reason,21,S0033,761.19,EUR,2024-02-05 17:38:19
P00563,Product 563 put,1,S0040,1714.37,CAD,2024-12-29 08:22:21
P00564,Product 564 use,20,S0016,644.78,USD,2024-08-05 14:39:57
P00565,Product 565 here,22,S0035,1639.0,EUR,2024-01-18 02:38:17
P00566,Product 566 light,17,S0044,997.61,JPY,2024-01-07 23:36:02
P00567,Product 567 whole,5,S0040,569.84,GBP,2024-09-01 18:55:23
P00568,Product 568 now,21,S0021,225.38,JPY,2023-12-03 01:29:15
P00569,Product 569 wrong,22,S0005,92.34,EUR,2025-08-10 16:40:00
P00570,Product 570 woman,6,S0003,408.15,GBP,2025-01-18 12:33:05
P00571,Product 571 on,7,S0007,68.48,AUD,2024-06-21 10:51:43
P00572,Product 572 million,13,S0043,982.37,JPY,2023-09-06 12:45:26
P00573,Product 573 mind,23,S0038,515.6,INR,2024-01-05 14:49:52
P00574,Product 574 read,8,S0039,1437.1,USD,2023-12-19 17:16:36
P00575,Product 575 child,7,S0042,985.35,CAD,2024-11-04 10:34:30
P00576,Product 576 agree,3,S0030,1603.03,USD,2024-01-30 01:53:46
P00577,Product 577 full,12,S0036,1488.24,GBP,2024-07-20 08:24:52
P00578,Product 578 skin,12,S0046,121.31,JPY,2025-07-31 15:42:35
P00579,Product 579 art,9,S0034,86.1,USD,2024-09-03 03:55:55
P00580,Product 580 dark,10,S0005,1889.48,JPY,2024-01-09 22:05:36
P00581,Product 581 sea,4,S0007,1451.72,JPY,2023-10-18 03:04:34
P00582,Product 582 peace,13,S0013,390.27,AUD,2023-10-26 17:52:01
P00583,Product 583 get,8,S0037,1252.52,EUR,2024-02-04 12:25:05
P00584,Product 584 phone,18,S0048,1118.49,AUD,2025-05-10 19:25:07
P00585,Product 585 instead,4,S0050,1279.06,INR,2024-07-03 07:26:09
P00586,Product 586 manager,22,S0030,1406.59,GBP,2025-06-06 23:23:44
P00587,Product 587 threat,4,S0011,1585.96,JPY,2024-08-11 04:08:15
P00588,Product 588 ahead,13,S0033,678.34,EUR,2024-11-21 23:44:21
P00589,Product 589 speech,18,S0039,888.81,INR,2023-11-25 05:47:38
P00590,Product 590 middle,11,S0036,1982.97,INR,2024-11-27 15:59:56
P00591,Product 591 thing,12,S0027,1529.55,GBP,2023-09-02 06:37:59
P00592,Product 592 real,24,S0021,1218.78,JPY,2025-05-27 13:18:43
P00593,Product 593 manager,18,S0014,753.25,JPY,2024-04-04 04:44:53
P00594,Product 594 discussion,24,S0017,723.22,GBP,2025-05-24 01:10:14
P00595,Product 595 pay,15,S0026,5.39,USD,2023-10-04 14:00:33
P00596,Product 596 visit,10,S0039,37.52,EUR,2024-11-01 12:52:22
P00597,Product 597 common,10,S0001,604.17,EUR,2025-06-22 23:14:31
P00598,Product 598 later,7,S0021,48.29,CAD,2024-10-15 14:46:15
P00599,Product 599 great,23,S0018,1838.63,JPY,2024-06-08 01:42:19
P00600,Product 600 while,18,S0037,1852.22,EUR,2023-08-20 18:35:43
P00601,Product 601 four,4,S0003,923.44,EUR,2025-01-06 01:12:51
P00602,Product 602 dog,5,S0017,737.33,JPY,2024-09-01 07:21:31
P00603,Product 603 fish,8,S0015,516.21,INR,2024-03-27 13:29:35
P00604,Product 604 anything,3,S0037,802.6,EUR,2025-06-25 02:16:07
P00605,Product 605 population,24,S0005,1448.54,CAD,2025-07-08 05:42:26
P00606,Product 606 experience,16,S0012,979.11,AUD,2023-12-03 00:24:33
P00607,Product 607 color,23,S0037,1639.93,USD,2024-08-25 18:50:23
P00608,Product 608 heart,20,S0042,604.28,AUD,2024-12-08 23:18:34
P00609,Product 609 human,19,S0025,161.56,USD,2025-02-27 04:21:25
P00610,Product 610 whatever,25,S0022,699.12,CAD,2023-09-08 14:18:11
P00611,Product 611 last,14,S0027,1860.84,USD,2023-11-04 15:21:07
P00612,Product 612 long,25,S0015,1496.62,CAD,2024-04-03 19:11:48
P00613,Product 613 road,20,S0001,1269.6,AUD,2025-06-10 22:00:28
P00614,Product 614 mission,13,S0004,613.04,USD,2024-02-14 10:44:34
P00615,Product 615 customer,11,S0035,1132.0,INR,2025-01-11 12:06:17
P00616,Product 616 water,17,S0045,445.49,USD,2025-01-05 02:09:37
P00617,Product 617 hundred,22,S0047,1994.75,GBP,2023-12-23 00:44:26
P00618,Product 618 attack,25,S0039,1152.63,USD,2025-07-30 03:26:26
P00619,Product 619 near,8,S0028,583.12,GBP,2023-08-30 06:34:05
P00620,Product 620 nature,5,S0009,675.66,GBP,2025-02-17 07:13:01
P00621,Product 621 floor,19,S0048,103.38,GBP,2023-10-18 18:13:14
P00622,Product 622 size,9,S0006,800.06,GBP,2025-07-02 23:57:56
P00623,Product 623 article,25,S0045,265.1,EUR,2025-07-17 18:03:05
P00624,Product 624 concern,16,S0036,400.23,GBP,2024-01-18 08:29:11
P00625,Product 625 go,21,S0037,396.22,JPY,2025-06-01 18:26:17
P00626,Product 626 woman,24,S0034,496.26,USD,2024-03-10 07:13:45
P00627,Product 627 success,9,S0050,862.98,AUD,2024-02-03 11:12:00
P00628,Product 628 ten,19,S0006,229.5,GBP,2024-11-20 15:33:46
P00629,Product 629 newspaper,14,S0024,699.87,INR,2024-01-18 03:46:32
P00630,Product 630 hundred,12,S0039,1312.54,CAD,2025-08-05 18:51:24
P00631,Product 631 pattern,10,S0011,1975.37,JPY,2023-10-01 09:15:47
P00632,Product 632 wind,15,S0040,295.91,USD,2024-06-19 20:12:43
P00633,Product 633 just,8,S0013,1372.29,EUR,2024-02-15 03:10:06
P00634,Product 634 pass,25,S0047,1706.26,USD,2024-07-25 01:23:25
P00635,Product 635 amount,24,S0004,489.88,JPY,2024-03-23 08:33:36
P00636,Product 636 amount,5,S0019,32.4,AUD,2024-03-02 19:39:07
P00637,Product 637 generation,4,S0020,902.87,USD,2023-11-27 20:23:55
P00638,Product 638 another,11,S0014,1481.33,EUR,2024-11-13 05:21:01
P00639,Product 639 say,7,S0035,1048.92,INR,2025-05-30 23:25:00
P00640,Product 640 the,18,S0031,1247.97,EUR,2025-04-12 19:39:26
P00641,Product 641 low,23,S0045,1338.18,GBP,2024-12-14 12:02:09
P00642,Product 642 read,19,S0043,1055.96,INR,2024-10-01 11:01:48
P00643,Product 643 team,6,S0004,571.61,CAD,2025-04-17 00:46:18
P00644,Product 644 key,23,S0040,546.21,GBP,2023-10-11 06:53:32
P00645,Product 645 bring,21,S0001,137.86,AUD,2025-05-11 11:02:27
P00646,Product 646 next,9,S0043,1704.91,AUD,2024-03-12 00:45:24
P00647,Product 647 bill,12,S0007,43.06,CAD,2024-02-22 23:30:52
P00648,Product 648 finish,21,S0025,466.18,GBP,2024-06-09 18:56:47
P00649,Product 649 matter,17,S0046,203.71,INR,2025-07-22 22:11:51
P00650,Product 650 different,16,S0039,1065.46,EUR,2024-02-03 06:05:52
P00651,Product 651 teach,7,S0033,1933.75,JPY,2024-05-15 14:44:25
P00652,Product 652 member,23,S0002,84.31,JPY,2024-07-14 06:23:53
P00653,Product 653 in,10,S0022,982.42,AUD,2024-07-10 11:47:49
P00654,Product 654 strong,6,S0002,696.83,INR,2023-12-14 15:35:48
P00655,Product 655 per,12,S0041,608.14,JPY,2023-09-08 05:03:03
P00656,Product 656 know,9,S0004,1253.46,GBP,2024-12-08 04:56:06
P00657,Product 657 through,1,S0036,1898.49,EUR,2024-09-08 11:17:25
P00658,Product 658 realize,5,S0022,1794.86,AUD,2024-09-09 18:21:49
P00659,Product 659 I,5,S0006,1461.13,JPY,2024-03-22 01:33:49
P00660,Product 660 score,22,S0040,1746.04,AUD,2023-08-31 22:41:06
P00661,Product 661 attack,8,S0027,484.52,EUR,2024-03-08 03:42:41
P00662,Product 662 heavy,14,S0020,1819.92,INR,2024-04-01 22:56:18
P00663,Product 663 idea,15,S0035,267.89,AUD,2024-09-07 11:15:23
P00664,Product 664 page,5,S0038,1085.0,CAD,2025-08-06 03:20:56
P00665,Product 665 production,7,S0009,621.45,AUD,2024-03-31 23:31:21
P00666,Product 666 off,17,S0009,862.98,CAD,2024-01-09 08:25:07
P00667,Product 667 may,5,S0042,1866.39,EUR,2024-06-28 12:44:53
P00668,Product 668 name,11,S0005,1116.89,AUD,2024-03-23 08:48:56
P00669,Product 669 beautiful,4,S0012,638.61,EUR,2025-01-25 21:19:44
P00670,Product 670 police,24,S0002,1532.04,GBP,2025-03-26 20:58:58
P00671,Product 671 level,14,S0020,888.79,CAD,2023-11-09 19:16:39
P00672,Product 672 wind,21,S0048,551.22,CAD,2023-10-08 14:11:41
P00673,Product 673 notice,7,S0007,267.43,USD,2024-08-16 10:46:50
P00674,Product 674 look,25,S0040,1235.81,JPY,2024-11-13 20:41:58
P00675,Product 675 many,19,S0040,465.67,EUR,2024-01-07 14:55:22
P00676,Product 676 item,8,S0044,57.04,USD,2025-01-04 16:56:04
P00677,Product 677 state,23,S0050,955.82,JPY,2025-04-03 22:08:23
P00678,Product 678 away,20,S0031,1425.48,INR,2024-06-19 01:27:15
P00679,Product 679 degree,6,S0025,985.43,EUR,2023-09-02 00:14:40
P00680,Product 680 marriage,6,S0013,456.41,GBP,2025-01-02 02:55:02
P00681,Product 681 opportunity,25,S0001,1851.24,GBP,2024-10-19 16:37:00
P00682,Product 682 it,8,S0048,1344.32,EUR,2024-10-28 10:56:52
P00683,Product 683 require,25,S0014,136.94,GBP,2023-09-16 11:56:36
P00684,Product 684 main,20,S0032,1377.29,CAD,2024-10-05 01:29:55
P00685,Product 685 beautiful,15,S0016,857.97,CAD,2024-07-14 13:30:26
P00686,Product 686 the,2,S0039,1471.99,GBP,2023-09-06 12:02:42
P00687,Product 687 whose,24,S0021,791.33,AUD,2025-06-04 12:22:31
P00688,Product 688 decision,19,S0039,1074.64,AUD,2024-12-04 13:43:14
P00689,Product 689 agency,23,S0003,1043.69,GBP,2025-08-10 03:05:01
P00690,Product 690 fire,15,S0003,1756.17,EUR,2025-01-22 13:43:27
P00691,Product 691 million,17,S0035,794.24,AUD,2024-12-31 11:45:56
P00692,Product 692 majority,2,S0036,777.86,CAD,2023-12-19 00:06:37
P00693,Product 693 page,21,S0004,383.75,GBP,2024-11-16 21:38:26
P00694,Product 694 treatment,13,S0020,1548.49,INR,2024-06-21 22:27:34
P00695,Product 695 two,15,S0011,847.81,JPY,2024-10-04 09:03:15
P00696,Product 696 candidate,2,S0045,1036.35,EUR,2025-08-11 13:30:00
P00697,Product 697 author,15,S0042,906.14,AUD,2024-07-21 07:25:00
P00698,Product 698 very,17,S0008,363.64,JPY,2024-10-04 22:18:35
P00699,Product 699 goal,23,S0035,274.94,GBP,2025-01-14 09:56:06
P00700,Product 700 notice,11,S0029,54.7,GBP,2025-01-15 16:50:11
P00701,Product 701 president,19,S0046,1792.11,GBP,2023-10-25 15:02:39
P00702,Product 702 term,3,S0017,651.53,AUD,2025-07-04 06:10:28
P00703,Product 703 trade,23,S0011,1438.16,USD,2024-02-01 08:28:49
P00704,Product 704 go,3,S0008,1413.92,AUD,2023-12-29 14:40:26
P00705,Product 705 hard,12,S0006,1050.02,GBP,2025-07-21 05:57:58
P00706,Product 706 it,24,S0033,1226.08,EUR,2024-06-15 05:03:51
P00707,Product 707 responsibility,13,S0036,764.31,CAD,2024-02-09 07:55:33
P00708,Product 708 guess,6,S0022,1133.16,AUD,2025-07-27 07:58:51
P00709,Product 709 soon,5,S0011,1738.29,EUR,2023-12-10 17:32:12
P00710,Product 710 former,25,S0046,107.36,INR,2024-11-02 16:02:35
P00711,Product 711 various,10,S0047,1538.42,GBP,2025-02-12 06:57:58
P00712,Product 712 rise,10,S0041,365.49,EUR,2024-10-24 17:51:32
P00713,Product 713 opportunity,7,S0001,1247.01,INR,2025-05-19 00:37:22
P00714,Product 714 turn,1,S0030,997.77,GBP,2023-11-20 20:47:42
P00715,Product 715 leave,18,S0001,1217.93,GBP,2024-09-25 06:42:07
